,int.,,,,,,,,,
ID,CTL,24hr,6hr,3hr,,,,,,
PH_hs_0033839,1665.703704,1304.305556,1388.083333,1671.222222,,,,,,
PH_hs_0033841,16.33333333,15.94444444,20.77777778,16.77777778,,,,,,
PH_hs_0033842,21.37037037,25.77777778,23.38888889,29.44444444,,,,,,
PH_hs_0033843,39.22222222,40.86111111,48.88888889,64.11111111,,,,,,
PH_hs_0033844,30.11111111,26.55555556,14.44444444,19,,,,,,
PH_hs_0033846,-0.37037037,-0.25,-0.388888889,-0.555555556,,,,,,
PH_hs_0033848,6,4.611111111,6.333333333,4.722222222,,,,,,
PH_hs_0033849,36.81481481,52.05555556,19.55555556,14.55555556,,,,,,
PH_hs_0033850,7.777777778,1.333333333,1.333333333,2.666666667,,,,,,
PH_hs_0033852,14.92592593,15.47222222,12.55555556,5.666666667,,,,,,
PH_hs_0033853,12.2962963,8.5,8.111111111,5.666666667,,,,,,
PH_hs_0033858,85.09259259,50.22222222,42.16666667,30,,,,,,
PH_hs_0033861,523.7037037,583.5555556,438.6666667,439.9444444,,,,,,
PH_hs_0033862,6.666666667,2.722222222,7.222222222,7.722222222,,,,,,
PH_hs_0033863,109.5925926,98.38888889,107.4722222,69.05555556,,,,,,
PH_hs_0033866,81.48148148,70.83333333,47.44444444,28.77777778,,,,,,
PH_hs_0033869,5.925925926,5.277777778,3.611111111,5.5,,,,,,
PH_hs_0033870,73.25925926,64.72222222,82.88888889,70.72222222,,,,,,
PH_hs_0033873,98.09259259,88,73,50.77777778,,,,,,
PH_hs_0033874,36.09259259,36.05555556,33.13888889,38.88888889,,,,,,
PH_hs_0033876,62.62962963,54.22222222,46.77777778,54.27777778,,,,,,
PH_hs_0033879,852.7407407,625.8611111,852.7777778,900.7222222,,,,,,
PH_hs_0033880,15.92592593,16.27777778,14.16666667,21.22222222,,,,,,
PH_hs_0033883,54.03703704,40.22222222,40.55555556,43.38888889,,,,,,
PH_hs_0033884,16.48148148,15.66666667,14.55555556,17.66666667,,,,,,
PH_hs_0033885,5.851851852,5.777777778,6.833333333,7.277777778,,,,,,
PH_hs_0033886,904.1666667,608.8055556,753.2222222,795.8888889,,,,,,
PH_hs_0033887,4.888888889,5.055555556,1.777777778,6.333333333,,,,,,
PH_hs_0033888,5.666666667,4.111111111,5.833333333,7.722222222,,,,,,
PH_hs_0033890,117.6481481,82.61111111,111,142.1111111,,,,,,
PH_hs_0033891,22.07407407,22.11111111,28,21.77777778,,,,,,
PH_hs_0033892,12.18518519,9.277777778,13.22222222,8.666666667,,,,,,
PH_hs_0033893,387.7222222,479.7222222,384.8888889,431.8888889,,,,,,
PH_hs_0033895,3502.111111,3448.361111,2951.111111,3438.027778,,,,,,
PH_hs_0033897,90.88888889,116.5,63.05555556,51.38888889,,,,,,
PH_hs_0033898,5.814814815,4.611111111,7.166666667,9.333333333,,,,,,
PH_hs_0033900,6.666666667,6.333333333,4.611111111,2.666666667,,,,,,
PH_hs_0033904,104.6111111,67,139.8333333,143.3888889,,,,,,
PH_hs_0033905,117.0185185,131.6111111,220.5,194,,,,,,
PH_hs_0033906,8.481481481,5.555555556,7.666666667,6.333333333,,,,,,
PH_hs_0033907,1273.148148,1261.111111,1175.805556,1320.388889,,,,,,
PH_hs_0033908,2097.925926,1905.833333,2531.305556,3757,,,,,,
PH_hs_0033911,1330.240741,988.5277778,878.1388889,884.5277778,,,,,,
PH_hs_0033912,300.6296296,198.4166667,277.4444444,282.8333333,,,,,,
PH_hs_0033913,29.85185185,62.66666667,37.55555556,34.38888889,,,,,,
PH_hs_0033914,7.037037037,5.944444444,4.888888889,6.333333333,,,,,,
PH_hs_0033916,218.6296296,232.6111111,231.0555556,236.2777778,,,,,,
PH_hs_0033917,37.37037037,33.05555556,38.27777778,38.33333333,,,,,,
PH_hs_0033918,16.40740741,15.22222222,18.5,20.38888889,,,,,,
PH_hs_0033919,101.8888889,155.5555556,119.5,154.2777778,,,,,,
PH_hs_0033920,38439.14815,40873.38889,35847.61111,36438.38889,,,,,,
PH_hs_0033924,0.148148148,0.361111111,0.777777778,-0.555555556,,,,,,
PH_hs_0033928,5.074074074,10.27777778,12,11.38888889,,,,,,
PH_hs_0033929,54.07407407,70.72222222,48.83333333,52,,,,,,
PH_hs_0033930,6.666666667,10.27777778,12.27777778,12,,,,,,
PH_hs_0033933,10.44444444,13.5,13.66666667,14.27777778,,,,,,
PH_hs_0033934,83.51851852,64.61111111,84.38888889,63.05555556,,,,,,
PH_hs_0033936,2.888888889,3.666666667,4.222222222,2.666666667,,,,,,
PH_hs_0033940,20.2962963,15.94444444,10.27777778,12,,,,,,
PH_hs_0033942,5.259259259,5.611111111,7.944444444,6.166666667,,,,,,
PH_hs_0033947,2320.981481,2148.083333,2983.416667,2348.527778,,,,,,
PH_hs_0033948,19.81481481,12.97222222,11.72222222,14.05555556,,,,,,
PH_hs_0033949,76.92592593,63.77777778,35.55555556,50.38888889,,,,,,
PH_hs_0033950,601.3333333,328.7777778,1000.694444,693.7777778,,,,,,
PH_hs_0033952,15.48148148,18.72222222,16.88888889,11.38888889,,,,,,
PH_hs_0033956,12.7037037,11.72222222,11.22222222,12.77777778,,,,,,
PH_hs_0033957,2464.333333,2697.444444,2508.277778,2693.861111,,,,,,
PH_hs_0033958,121.7777778,145,150.3333333,160,,,,,,
PH_hs_0033959,10.11111111,15.77777778,14.05555556,14.38888889,,,,,,
PH_hs_0033960,31.2962963,43.38888889,41.72222222,29.5,,,,,,
PH_hs_0033962,4.962962963,3.222222222,5.833333333,7.722222222,,,,,,
PH_hs_0033963,344.0185185,211.1666667,228.4444444,250.0555556,,,,,,
PH_hs_0033965,27.81481481,37.16666667,21.16666667,18.77777778,,,,,,
PH_hs_0033966,1019.518519,1077.75,1389.638889,1123.027778,,,,,,
PH_hs_0033967,1406.722222,1314.027778,1296.972222,1196.944444,,,,,,
PH_hs_0033969,7.851851852,8.055555556,10.72222222,13.44444444,,,,,,
PH_hs_0033970,14.77777778,12.05555556,12.66666667,8.833333333,,,,,,
PH_hs_0033971,27.48148148,33.11111111,26,30.5,,,,,,
PH_hs_0033973,114.4259259,99.58333333,111.5,65.16666667,,,,,,
PH_hs_0033975,13.25925926,13.94444444,12.66666667,18.38888889,,,,,,
PH_hs_0033976,3630.407407,2914.888889,4366.611111,3783.25,,,,,,
PH_hs_0033978,88.14814815,76.61111111,101.1111111,110.1111111,,,,,,
PH_hs_0033979,18.81481481,20.55555556,17.22222222,6.666666667,,,,,,
PH_hs_0033980,63.11111111,51,78.22222222,91.5,,,,,,
PH_hs_0033981,72.62962963,56.22222222,65.05555556,52.5,,,,,,
PH_hs_0033982,47.22222222,52.94444444,63.61111111,71.5,,,,,,
PH_hs_0033983,1.962962963,2.722222222,1.944444444,5.5,,,,,,
PH_hs_0033984,5.777777778,10.27777778,7.666666667,5.666666667,,,,,,
PH_hs_0033987,83.11111111,331.7777778,315.8333333,192.5,,,,,,
PH_hs_0033990,0.962962963,1.944444444,1.777777778,0.388888889,,,,,,
PH_hs_0033991,17.88888889,18.38888889,19.55555556,16.16666667,,,,,,
PH_hs_0033992,134.1296296,170.75,188.7222222,195.9444444,,,,,,
PH_hs_0033994,3552.037037,2721.5,3382.388889,3184.444444,,,,,,
PH_hs_0033995,9.666666667,8.055555556,8.388888889,13.55555556,,,,,,
PH_hs_0033996,1234,1096.277778,751.2222222,832.9166667,,,,,,
PH_hs_0033997,17.11111111,13.44444444,7.166666667,6.333333333,,,,,,
PH_hs_0033998,23.88888889,17.61111111,20.16666667,15.44444444,,,,,,
PH_hs_0033999,45.55555556,33.05555556,21,1582.444444,,,,,,
PH_hs_0034000,24.66666667,26.44444444,34.33333333,34,,,,,,
PH_hs_0034001,2.111111111,1.666666667,2.888888889,3.5,,,,,,
PH_hs_0034002,94.11111111,63.5,55.83333333,55.55555556,,,,,,
PH_hs_0034004,6.592592593,6,5.444444444,4.722222222,,,,,,
PH_hs_0034005,331.0740741,338.5833333,397.0833333,564.6666667,,,,,,
PH_hs_0034007,2.592592593,3.222222222,2.388888889,2.666666667,,,,,,
PH_hs_0034008,32.88888889,24.11111111,17.05555556,13.44444444,,,,,,
PH_hs_0034012,10.14814815,9.055555556,9.277777778,6.333333333,,,,,,
PH_hs_0034013,198.8703704,147.8333333,152.6944444,128.0277778,,,,,,
PH_hs_0034014,312.1666667,198.7222222,169.9444444,127.5555556,,,,,,
PH_hs_0034019,64.51851852,62.22222222,65.11111111,70.11111111,,,,,,
PH_hs_0034020,5.333333333,5.388888889,3.611111111,2.666666667,,,,,,
PH_hs_0034023,114.962963,147.7222222,107.3333333,70.22222222,,,,,,
PH_hs_0034024,89.42592593,66.61111111,22.44444444,32.55555556,,,,,,
PH_hs_0034030,1.185185185,2.277777778,0.166666667,2.666666667,,,,,,
PH_hs_0034032,1486.222222,583.5555556,651.5,966.6111111,,,,,,
PH_hs_0034034,9.555555556,9.5,12.22222222,10.94444444,,,,,,
PH_hs_0034035,184.2222222,125,108.8888889,76.94444444,,,,,,
PH_hs_0034039,9.925925926,14.11111111,11.5,13.55555556,,,,,,
PH_hs_0034040,43.22222222,31.27777778,35.16666667,39.55555556,,,,,,
PH_hs_0034048,130.1481481,98.72222222,99.27777778,103.3333333,,,,,,
PH_hs_0034050,372.7777778,376.75,322.8333333,280.4444444,,,,,,
PH_hs_0034051,2.074074074,2.722222222,1.777777778,4.722222222,,,,,,
PH_hs_0034052,267.7592593,263.1111111,330.0555556,303.7777778,,,,,,
PH_hs_0034054,50.62962963,68.38888889,45.72222222,52.88888889,,,,,,
PH_hs_0034055,33.88888889,24.61111111,21.94444444,17.66666667,,,,,,
PH_hs_0034056,6.37037037,4.833333333,2.944444444,1.333333333,,,,,,
PH_hs_0034057,77.22222222,75.69444444,94.77777778,105.0555556,,,,,,
PH_hs_0034059,80.37037037,101.2777778,115,178.4444444,,,,,,
PH_hs_0034060,1.111111111,1.527777778,0.777777778,0.388888889,,,,,,
PH_hs_0034061,30.81481481,19.88888889,22.61111111,27.55555556,,,,,,
PH_hs_0034062,105.7777778,86.69444444,126.8888889,85,,,,,,
PH_hs_0034063,170.8518519,83.13888889,87.88888889,138.1666667,,,,,,
PH_hs_0034066,9.62962963,6.666666667,6.944444444,6.888888889,,,,,,
PH_hs_0034067,2.740740741,6.333333333,5.444444444,4.444444444,,,,,,
PH_hs_0034069,70.59259259,75.5,54.61111111,44.44444444,,,,,,
PH_hs_0034071,33.11111111,35.16666667,42.27777778,41.44444444,,,,,,
PH_hs_0034072,375.5185185,585.1388889,873.5277778,812.9166667,,,,,,
PH_hs_0034075,8.740740741,9,10.5,9,,,,,,
PH_hs_0034077,32943.74074,17431.94444,31546.83333,34426.66667,,,,,,
PH_hs_0034078,3.074074074,4.722222222,4.444444444,3.5,,,,,,
PH_hs_0034079,9,5.555555556,9.777777778,9.777777778,,,,,,
PH_hs_0034081,11.74074074,12.72222222,8.666666667,5.777777778,,,,,,
PH_hs_0034085,86.66666667,83.11111111,45.94444444,54.83333333,,,,,,
PH_hs_0034088,9.888888889,11.25,11.72222222,1.944444444,,,,,,
PH_hs_0034094,56.14814815,62.22222222,73.88888889,91.27777778,,,,,,
PH_hs_0034096,15.7037037,17.61111111,18.5,23.22222222,,,,,,
PH_hs_0034097,14.37037037,10.41666667,9.777777778,7.722222222,,,,,,
PH_hs_0034100,9.814814815,8.611111111,7.833333333,7.944444444,,,,,,
PH_hs_0034103,62.37037037,69.05555556,58.11111111,61.5,,,,,,
PH_hs_0034104,42,29.05555556,49.5,40.66666667,,,,,,
PH_hs_0034107,19.2962963,17.11111111,23.27777778,16.77777778,,,,,,
PH_hs_0034110,3.592592593,2.722222222,5.388888889,7.944444444,,,,,,
PH_hs_0034111,70.66666667,132.3888889,122.4166667,122.0833333,,,,,,
PH_hs_0034112,1.925925926,1.083333333,1.944444444,3.5,,,,,,
PH_hs_0034113,18.85185185,13.66666667,29.44444444,29.44444444,,,,,,
PH_hs_0034114,31.07407407,40.83333333,46.11111111,62.88888889,,,,,,
PH_hs_0034115,1.777777778,1.527777778,1.222222222,4.722222222,,,,,,
PH_hs_0034116,9646.148148,8361.388889,10390.94444,10567.83333,,,,,,
PH_hs_0034117,97.7037037,60.77777778,119.5277778,81.22222222,,,,,,
PH_hs_0034118,18.62962963,11.11111111,15.55555556,18.11111111,,,,,,
PH_hs_0034121,0.444444444,-0.388888889,0.277777778,1,,,,,,
PH_hs_0034124,22.85185185,21.55555556,19.55555556,24.88888889,,,,,,
PH_hs_0034126,212.037037,330.7222222,274.0555556,240.1666667,,,,,,
PH_hs_0034128,1.777777778,0.083333333,2.388888889,3.888888889,,,,,,
PH_hs_0034131,16.77777778,13.61111111,14.61111111,9.277777778,,,,,,
PH_hs_0034134,10.11111111,14.38888889,14.33333333,16.16666667,,,,,,
PH_hs_0034135,5.407407407,5.944444444,5.222222222,9.333333333,,,,,,
PH_hs_0034136,1639.518519,1874.333333,1626.472222,1594.25,,,,,,
PH_hs_0034137,2.703703704,1.527777778,1.333333333,1.333333333,,,,,,
PH_hs_0034139,56.92592593,531.4166667,170.8611111,82.33333333,,,,,,
PH_hs_0034143,77.25925926,125.8888889,82.72222222,90.88888889,,,,,,
PH_hs_0034144,138.7777778,146.8888889,164.5,170.5,,,,,,
PH_hs_0034145,56.48148148,49.5,44.22222222,49.5,,,,,,
PH_hs_0034147,223.2962963,392.4166667,221,194.9444444,,,,,,
PH_hs_0034149,98.92592593,80.77777778,64.83333333,69.83333333,,,,,,
PH_hs_0034151,8.925925926,7.055555556,5,3.888888889,,,,,,
PH_hs_0034153,1030.259259,1154.083333,707.3333333,856.1111111,,,,,,
PH_hs_0034154,49.85185185,106.1666667,59.94444444,83.44444444,,,,,,
PH_hs_0034155,48.64814815,63,32.72222222,35.16666667,,,,,,
PH_hs_0034158,123.7407407,76.94444444,64.66666667,72.83333333,,,,,,
PH_hs_0034159,120.3703704,128.6666667,150.8333333,147.8333333,,,,,,
PH_hs_0034161,79.7037037,102.0833333,100.3333333,98.72222222,,,,,,
PH_hs_0034162,14.40740741,9.972222222,11.27777778,4.722222222,,,,,,
PH_hs_0034163,6.148148148,4.722222222,6.5,6.333333333,,,,,,
PH_hs_0034164,10,9.527777778,10.77777778,10.66666667,,,,,,
PH_hs_0034165,17.2962963,17.27777778,21.5,22,,,,,,
PH_hs_0034167,10.62962963,8.055555556,10.83333333,9.777777778,,,,,,
PH_hs_0034168,16.40740741,13.44444444,8.333333333,13.38888889,,,,,,
PH_hs_0034169,803.537037,858.7777778,1189.722222,1072.527778,,,,,,
PH_hs_0034170,111.7407407,138.7222222,128.0555556,100.9444444,,,,,,
PH_hs_0034172,3582.777778,4387.055556,3208.944444,2529,,,,,,
PH_hs_0034173,31.85185185,31.83333333,28.33333333,27.38888889,,,,,,
PH_hs_0034175,6.777777778,2.722222222,2.888888889,3.166666667,,,,,,
PH_hs_0034176,115.5925926,70.69444444,153.6111111,145.5555556,,,,,,
PH_hs_0034177,863.9814815,884.3055556,988,761,,,,,,
PH_hs_0034179,3.518518519,14.44444444,18.38888889,9.111111111,,,,,,
PH_hs_0034180,200.6296296,139.6666667,164.6666667,173.5555556,,,,,,
PH_hs_0034181,4763.296296,2428.833333,3228.888889,3921.5,,,,,,
PH_hs_0034182,33.03703704,23,37.77777778,25.88888889,,,,,,
PH_hs_0034183,49.11111111,39.05555556,25.22222222,28.55555556,,,,,,
PH_hs_0034184,1.37037037,1.333333333,0.277777778,0.388888889,,,,,,
PH_hs_0034185,106.4074074,124.9444444,211.1111111,199.1666667,,,,,,
PH_hs_0034186,5.814814815,6.083333333,7.833333333,10.44444444,,,,,,
PH_hs_0034188,235.9814815,233.2222222,294.3888889,311.0833333,,,,,,
PH_hs_0034190,0.518518519,1.333333333,1.333333333,1.333333333,,,,,,
PH_hs_0034192,49.07407407,38.55555556,55.5,57.27777778,,,,,,
PH_hs_0034193,47.25925926,45.16666667,51,55.61111111,,,,,,
PH_hs_0034194,324.6481481,312.2777778,318.9166667,371.5277778,,,,,,
PH_hs_0034195,6.740740741,8.083333333,8.777777778,10,,,,,,
PH_hs_0034196,226.7962963,319.75,211.7777778,186.0555556,,,,,,
PH_hs_0034197,80.59259259,75.61111111,100.6666667,99.33333333,,,,,,
PH_hs_0034198,61.14814815,74,60.38888889,72.72222222,,,,,,
PH_hs_0034199,56.44444444,48.61111111,63.16666667,48.22222222,,,,,,
PH_hs_0034200,3.62962963,3.944444444,4.444444444,4.722222222,,,,,,
PH_hs_0034201,11.11111111,14.66666667,9.777777778,7.277777778,,,,,,
PH_hs_0034202,11.14814815,9.5,12.11111111,15.05555556,,,,,,
PH_hs_0034204,484.3703704,406.0277778,313.5833333,299.9166667,,,,,,
PH_hs_0034205,56.03703704,49.27777778,68.22222222,71.11111111,,,,,,
PH_hs_0034206,40.51851852,30.27777778,34.11111111,44,,,,,,
PH_hs_0034208,2.37037037,1.666666667,2.388888889,2.666666667,,,,,,
PH_hs_0034209,14.33333333,15,16.61111111,16.05555556,,,,,,
PH_hs_0034212,3,3.444444444,3.888888889,3.5,,,,,,
PH_hs_0034216,8.814814815,10,8.111111111,12.38888889,,,,,,
PH_hs_0034217,2.740740741,4,3,2.666666667,,,,,,
PH_hs_0034220,151.5925926,138.8333333,141.7777778,156.7222222,,,,,,
PH_hs_0034221,1.481481481,1.555555556,2.388888889,1.333333333,,,,,,
PH_hs_0034222,33.81481481,32.61111111,47.77777778,53.44444444,,,,,,
PH_hs_0034224,11.11111111,9.5,12.66666667,16.16666667,,,,,,
PH_hs_0034225,37.81481481,33.55555556,42.77777778,42.77777778,,,,,,
PH_hs_0034231,9.481481481,11.72222222,7.833333333,7.666666667,,,,,,
PH_hs_0034233,4.888888889,4.111111111,6.333333333,3.888888889,,,,,,
PH_hs_0034234,13.03703704,8.611111111,16.55555556,12,,,,,,
PH_hs_0034235,126.0925926,122.4444444,98.38888889,72.72222222,,,,,,
PH_hs_0034236,73.22222222,75.94444444,83.19444444,70,,,,,,
PH_hs_0034237,154.037037,94.38888889,91.16666667,103.8888889,,,,,,
PH_hs_0034238,9.888888889,9.277777778,12.55555556,9,,,,,,
PH_hs_0034240,9.074074074,8.611111111,11.22222222,9,,,,,,
PH_hs_0034241,4.888888889,6.666666667,5.444444444,5.666666667,,,,,,
PH_hs_0034242,26.77777778,15.11111111,27.83333333,25.55555556,,,,,,
PH_hs_0034243,7.962962963,7.055555556,7.333333333,3.888888889,,,,,,
PH_hs_0034247,3808,3109.694444,4332.305556,4347.75,,,,,,
PH_hs_0034248,1.962962963,2.277777778,1.777777778,1.944444444,,,,,,
PH_hs_0034249,49.66666667,73.88888889,59.72222222,48.72222222,,,,,,
PH_hs_0034252,2159.944444,4601.166667,4085.111111,2793.083333,,,,,,
PH_hs_0034253,75,67.38888889,76.5,63.27777778,,,,,,
PH_hs_0034255,4.555555556,4.111111111,4,6.333333333,,,,,,
PH_hs_0034258,18.24074074,30.11111111,24.44444444,26.27777778,,,,,,
PH_hs_0034260,30.37037037,37.83333333,39.33333333,57.38888889,,,,,,
PH_hs_0034265,79.40740741,84.08333333,88.16666667,79.72222222,,,,,,
PH_hs_0034268,41.88888889,44.66666667,55.05555556,73.05555556,,,,,,
PH_hs_0034269,0.37037037,0.083333333,-0.388888889,1.944444444,,,,,,
PH_hs_0034270,91.2037037,72.27777778,93.36111111,69.55555556,,,,,,
PH_hs_0034271,115.6296296,143.5555556,143.7222222,104.7222222,,,,,,
PH_hs_0034272,5931.222222,4143.888889,5976.555556,5202.222222,,,,,,
PH_hs_0034274,66.64814815,94.72222222,72.16666667,37.11111111,,,,,,
PH_hs_0034281,12.59259259,12.94444444,10.77777778,12.94444444,,,,,,
PH_hs_0034284,13.14814815,13.44444444,18.44444444,18.22222222,,,,,,
PH_hs_0034288,396.2407407,380.1111111,204.6111111,211.6388889,,,,,,
PH_hs_0034289,337.0925926,343.0277778,429.1388889,492.7777778,,,,,,
PH_hs_0034290,4.296296296,4.388888889,3.388888889,5.5,,,,,,
PH_hs_0034291,10.33333333,10.66666667,14.66666667,14.27777778,,,,,,
PH_hs_0034293,1003.092593,829.1111111,785.3333333,925.8888889,,,,,,
PH_hs_0034296,36.18518519,33.83333333,47.22222222,23.61111111,,,,,,
PH_hs_0034298,23.55555556,17.94444444,18.05555556,12.94444444,,,,,,
PH_hs_0034299,22.14814815,25.83333333,16.61111111,17.38888889,,,,,,
PH_hs_0034300,1.481481481,2.277777778,1.333333333,2.666666667,,,,,,
PH_hs_0034303,0.962962963,1.666666667,2.944444444,4.777777778,,,,,,
PH_hs_0034304,23.11111111,22.83333333,24.66666667,28.72222222,,,,,,
PH_hs_0034309,22.88888889,15.77777778,19.11111111,21.88888889,,,,,,
PH_hs_0034311,1.666666667,4.722222222,1.333333333,3.888888889,,,,,,
PH_hs_0034314,31.88888889,29.05555556,44.94444444,43.38888889,,,,,,
PH_hs_0034316,111.0185185,150.2222222,83.05555556,42.11111111,,,,,,
PH_hs_0034317,35.22222222,23.88888889,23.27777778,17.55555556,,,,,,
PH_hs_0034318,19.96296296,18.61111111,19.05555556,20.55555556,,,,,,
PH_hs_0034320,34.55555556,33.77777778,33.13888889,32.38888889,,,,,,
PH_hs_0034321,52.44444444,56.13888889,36.44444444,27,,,,,,
PH_hs_0034323,7.814814815,6.777777778,10.05555556,9.333333333,,,,,,
PH_hs_0034326,3.925925926,6.333333333,3.888888889,5.666666667,,,,,,
PH_hs_0034327,12.74074074,13.44444444,10.77777778,12.05555556,,,,,,
PH_hs_0034328,17.48148148,32.94444444,25.94444444,16.11111111,,,,,,
PH_hs_0034329,35.48148148,28.55555556,21.94444444,15.72222222,,,,,,
PH_hs_0034330,12.33333333,11.33333333,17.61111111,16.05555556,,,,,,
PH_hs_0034331,20.46296296,24.66666667,24.66666667,36.66666667,,,,,,
PH_hs_0034332,13.40740741,11.5,12.66666667,14.05555556,,,,,,
PH_hs_0034333,6.037037037,5.166666667,7.166666667,5.666666667,,,,,,
PH_hs_0034335,763.7777778,751.8333333,1093.333333,1068.277778,,,,,,
PH_hs_0034336,28.48148148,51.38888889,55.05555556,38.05555556,,,,,,
PH_hs_0034337,50.22222222,38.19444444,31.33333333,28.83333333,,,,,,
PH_hs_0034338,650.0185185,593.0277778,569.3611111,743.8333333,,,,,,
PH_hs_0034339,640.4444444,599.5833333,508.4444444,441.8888889,,,,,,
PH_hs_0034341,10,5.555555556,11.5,14.27777778,,,,,,
PH_hs_0034342,9.407407407,7.611111111,7.555555556,10.44444444,,,,,,
PH_hs_0034343,12.25925926,21.16666667,21.33333333,36.66666667,,,,,,
PH_hs_0034344,4.148148148,4.722222222,5.833333333,6.333333333,,,,,,
PH_hs_0034346,1.592592593,2.027777778,3.611111111,3.888888889,,,,,,
PH_hs_0034348,47.05555556,41.38888889,49.55555556,47.5,,,,,,
PH_hs_0034349,636.0555556,533.1111111,510.0555556,698.75,,,,,,
PH_hs_0034352,37.7037037,34.72222222,43.22222222,44.38888889,,,,,,
PH_hs_0034353,37.88888889,40.66666667,43.22222222,55.66666667,,,,,,
PH_hs_0034354,12.7037037,10,10.05555556,9.777777778,,,,,,
PH_hs_0034355,5.518518519,6.416666667,5.388888889,3.166666667,,,,,,
PH_hs_0034356,128,115.4722222,55.83333333,65.61111111,,,,,,
PH_hs_0034359,3555.944444,3306.25,3373.666667,2774,,,,,,
PH_hs_0034360,112.0185185,119.7777778,70.44444444,75.55555556,,,,,,
PH_hs_0034361,30.88888889,22.61111111,17.88888889,15.38888889,,,,,,
PH_hs_0034362,200.2222222,192.6111111,121.9722222,153.6666667,,,,,,
PH_hs_0034363,25.07407407,16.27777778,15.55555556,14.27777778,,,,,,
PH_hs_0034364,35.2037037,39.44444444,39.72222222,28.27777778,,,,,,
PH_hs_0034367,5.851851852,4.388888889,5.833333333,5.666666667,,,,,,
PH_hs_0034368,74.66666667,66.72222222,95.16666667,68.77777778,,,,,,
PH_hs_0034371,41.74074074,33.55555556,19.55555556,27.55555556,,,,,,
PH_hs_0034372,350.8333333,395.75,367.9722222,318.9722222,,,,,,
PH_hs_0034373,6.296296296,5.111111111,5,3.5,,,,,,
PH_hs_0034374,1.37037037,1.333333333,1.333333333,6.333333333,,,,,,
PH_hs_0034375,35.81481481,44.77777778,40.11111111,49.11111111,,,,,,
PH_hs_0034377,8.962962963,8.527777778,8.333333333,8.611111111,,,,,,
PH_hs_0034380,23.85185185,24.11111111,27,26.94444444,,,,,,
PH_hs_0034383,64.62962963,51.38888889,39.38888889,38.33333333,,,,,,
PH_hs_0034386,27.18518519,29,22.44444444,19.05555556,,,,,,
PH_hs_0034387,1877.740741,1560.166667,1576.277778,3425.555556,,,,,,
PH_hs_0034388,23.88888889,17.5,32.44444444,25.11111111,,,,,,
PH_hs_0034390,65.2962963,67.05555556,60.11111111,49.5,,,,,,
PH_hs_0034394,7,5.138888889,9.055555556,6.333333333,,,,,,
PH_hs_0034395,61.62962963,73.16666667,46.94444444,40.72222222,,,,,,
PH_hs_0034396,78.88888889,50.16666667,74.91666667,81.5,,,,,,
PH_hs_0034398,23.55555556,17.33333333,32.72222222,25.5,,,,,,
PH_hs_0034400,46.44444444,54.38888889,43.05555556,41.5,,,,,,
PH_hs_0034405,9.925925926,9.972222222,5.833333333,11.61111111,,,,,,
PH_hs_0034406,16.14814815,13.94444444,19.5,17.55555556,,,,,,
PH_hs_0034410,23.7037037,18.5,19.5,19.88888889,,,,,,
PH_hs_0034411,22.55555556,27.33333333,21,23.61111111,,,,,,
PH_hs_0034412,16.59259259,15.77777778,24.05555556,25.5,,,,,,
PH_hs_0034413,136.8518519,123.5833333,151.7222222,138.6111111,,,,,,
PH_hs_0034414,94.59259259,246.6666667,62.27777778,94.77777778,,,,,,
PH_hs_0034415,355.2777778,405.4166667,381.6111111,468.8888889,,,,,,
PH_hs_0034418,10.2962963,7.388888889,7.333333333,6.166666667,,,,,,
PH_hs_0034419,3.962962963,5.055555556,3,2.666666667,,,,,,
PH_hs_0034420,8,10,11.72222222,9.777777778,,,,,,
PH_hs_0034421,7.703703704,7.666666667,7.166666667,8.277777778,,,,,,
PH_hs_0034423,4.777777778,5.388888889,5.444444444,3.888888889,,,,,,
PH_hs_0034424,8.259259259,7.055555556,9.166666667,6.333333333,,,,,,
PH_hs_0034425,6.777777778,4.388888889,3.388888889,1.722222222,,,,,,
PH_hs_0034427,47.88888889,35.38888889,40.83333333,26.94444444,,,,,,
PH_hs_0034428,12.92592593,12.16666667,12.66666667,14.66666667,,,,,,
PH_hs_0034429,0.62962963,-0.416666667,1.444444444,1,,,,,,
PH_hs_0034430,24.81481481,19.16666667,27.33333333,24,,,,,,
PH_hs_0034433,97.92592593,114.2777778,61.77777778,52.5,,,,,,
PH_hs_0034434,2.37037037,1.666666667,3.888888889,2.666666667,,,,,,
PH_hs_0034435,22.25925926,16.02777778,22.44444444,16.16666667,,,,,,
PH_hs_0034436,21.74074074,21.16666667,27.72222222,37.11111111,,,,,,
PH_hs_0034437,8,5.555555556,5,5.777777778,,,,,,
PH_hs_0034438,1.518518519,2.277777778,2.388888889,2.555555556,,,,,,
PH_hs_0034439,358.6851852,433.6666667,306.4722222,298.5,,,,,,
PH_hs_0034441,115.7037037,110.4444444,97.83333333,113,,,,,,
PH_hs_0034443,16.03703704,19.33333333,24.05555556,30.5,,,,,,
PH_hs_0034444,13.16666667,11.69444444,7.166666667,14.05555556,,,,,,
PH_hs_0034445,10.92592593,7.611111111,8.777777778,7.944444444,,,,,,
PH_hs_0034446,8.481481481,6,4.611111111,5.5,,,,,,
PH_hs_0034447,8.407407407,10.83333333,6.833333333,16.83333333,,,,,,
PH_hs_0034449,108.537037,135.5,99.16666667,115.2222222,,,,,,
