,int.,,,,,,,,,
ID,CTL,24hr,6hr,3hr,,,,,,
PH_hs_0021486,77.92592593,69.80555556,78.55555556,63.61111111,,,,,,
PH_hs_0021488,93.25925926,71.72222222,89.44444444,93,,,,,,
PH_hs_0021497,2330.962963,2647.388889,2198.333333,1644.666667,,,,,,
PH_hs_0021501,167.7592593,119.7222222,99.27777778,85.94444444,,,,,,
PH_hs_0021506,6.333333333,6.777777778,4.722222222,4.722222222,,,,,,
PH_hs_0021507,62.01851852,46.22222222,38.94444444,37.05555556,,,,,,
PH_hs_0021519,69.74074074,64.77777778,56.33333333,63.88888889,,,,,,
PH_hs_0021548,124.5185185,94.83333333,91.83333333,80.11111111,,,,,,
PH_hs_0021559,14.74074074,9,12.55555556,11.77777778,,,,,,
PH_hs_0021582,452.2037037,476.9166667,446.6666667,624.4444444,,,,,,
PH_hs_0021587,37.22222222,26.11111111,31.55555556,32.66666667,,,,,,
PH_hs_0021606,11.59259259,8.5,10.05555556,5.666666667,,,,,,
PH_hs_0021607,34.2962963,29.83333333,33.72222222,27.61111111,,,,,,
PH_hs_0021610,24.85185185,19.33333333,21.11111111,25.55555556,,,,,,
PH_hs_0021613,21.40740741,19.16666667,21.44444444,14.66666667,,,,,,
PH_hs_0021617,113.5185185,111.6111111,123.1666667,127.2222222,,,,,,
PH_hs_0021625,5.074074074,4,4.222222222,4.722222222,,,,,,
PH_hs_0021649,19.92592593,18.05555556,25.5,22.44444444,,,,,,
PH_hs_0021652,12.92592593,14.77777778,16.94444444,15.77777778,,,,,,
PH_hs_0021667,26.88888889,22.94444444,23.5,22.44444444,,,,,,
PH_hs_0021690,85.90740741,54.38888889,56.44444444,46.77777778,,,,,,
PH_hs_0021691,9180.481481,8672.111111,12075.88889,11063.88889,,,,,,
PH_hs_0021697,45.7037037,40.13888889,45.61111111,49.33333333,,,,,,
PH_hs_0021700,10.51851852,10.41666667,8.555555556,7.277777778,,,,,,
PH_hs_0021713,13.66666667,11.94444444,16.22222222,18.22222222,,,,,,
PH_hs_0021751,10.66666667,9.527777778,12.16666667,13.38888889,,,,,,
PH_hs_0021770,59.59259259,60.77777778,59.27777778,53.11111111,,,,,,
PH_hs_0021795,21.66666667,18.66666667,21.22222222,26.94444444,,,,,,
PH_hs_0021796,10.62962963,10,14.77777778,15.72222222,,,,,,
PH_hs_0021803,19.81481481,15.11111111,18.33333333,23.27777778,,,,,,
PH_hs_0021804,2.444444444,0.333333333,1.944444444,1.944444444,,,,,,
PH_hs_0021871,21.22222222,41.88888889,22.77777778,33.27777778,,,,,,
PH_hs_0021895,18.33333333,23.5,13.77777778,12.11111111,,,,,,
PH_hs_0021898,2.37037037,3.444444444,2.388888889,5.5,,,,,,
PH_hs_0021926,101.6851852,96.05555556,89.83333333,100.9444444,,,,,,
PH_hs_0021928,87.11111111,97.38888889,116.8055556,116.6111111,,,,,,
PH_hs_0021929,29.40740741,39.83333333,34.83333333,35.77777778,,,,,,
PH_hs_0021930,68.92592593,31.47222222,64.94444444,74.61111111,,,,,,
PH_hs_0021932,111.8518519,170.3055556,119.4722222,130.6111111,,,,,,
PH_hs_0021933,56.40740741,41.83333333,50.94444444,48.27777778,,,,,,
PH_hs_0021936,38.44444444,39,28.27777778,38.22222222,,,,,,
PH_hs_0021937,170.8888889,217.6111111,286.4444444,334.5833333,,,,,,
PH_hs_0021938,960.3703704,1017.5,1861.861111,1358.25,,,,,,
PH_hs_0021941,52.85185185,32.61111111,55.94444444,68.83333333,,,,,,
PH_hs_0021942,39.25925926,41.11111111,34.33333333,34.77777778,,,,,,
PH_hs_0021944,41.44444444,23.52777778,22.44444444,27.05555556,,,,,,
PH_hs_0021945,51.55555556,59.61111111,62.72222222,46.11111111,,,,,,
PH_hs_0021947,30.96296296,23.94444444,42.55555556,32.66666667,,,,,,
PH_hs_0021948,988.1666667,846.8055556,1243.638889,1167.027778,,,,,,
PH_hs_0021950,1001.185185,1053.75,1370.472222,1506.694444,,,,,,
PH_hs_0021951,221.8888889,283.8888889,176.7777778,185.6944444,,,,,,
PH_hs_0021954,7.62962963,6.055555556,2.277777778,1.944444444,,,,,,
PH_hs_0021962,9.888888889,7.833333333,7.111111111,3.5,,,,,,
PH_hs_0021963,36.62962963,33.44444444,31.38888889,32.05555556,,,,,,
PH_hs_0021964,382.6296296,476.0555556,396.3333333,309.1666667,,,,,,
PH_hs_0021965,38.96296296,146.7222222,50.72222222,49.5,,,,,,
PH_hs_0021969,29.55555556,26.27777778,27.16666667,25.16666667,,,,,,
PH_hs_0021971,13.66666667,12.38888889,13.61111111,12.27777778,,,,,,
PH_hs_0021972,228.2592593,190,147.7777778,158.9722222,,,,,,
PH_hs_0021973,33.77777778,44.77777778,30.77777778,29.66666667,,,,,,
PH_hs_0021974,410.037037,478.5277778,580,491.0555556,,,,,,
PH_hs_0021977,123.6666667,88.66666667,154.8055556,168.2777778,,,,,,
PH_hs_0021978,6.703703704,7.055555556,6.833333333,7.944444444,,,,,,
PH_hs_0021980,24.55555556,22.61111111,19.77777778,17.61111111,,,,,,
PH_hs_0021983,27.37037037,29.63888889,25.88888889,27.72222222,,,,,,
PH_hs_0021984,85.66666667,40.22222222,86.16666667,70.33333333,,,,,,
PH_hs_0021985,135.6481481,126.25,152.5,159.6111111,,,,,,
PH_hs_0021986,26.81481481,32.61111111,33.27777778,31.5,,,,,,
PH_hs_0021987,11.96296296,7.833333333,12.66666667,12.05555556,,,,,,
PH_hs_0021988,124.7222222,106.3888889,144.0833333,121.7777778,,,,,,
PH_hs_0021989,82.55555556,94,120.7222222,104.7222222,,,,,,
PH_hs_0021990,90.68518519,58.72222222,94.05555556,55.55555556,,,,,,
PH_hs_0021991,72.07407407,55.22222222,68.16666667,94.05555556,,,,,,
PH_hs_0021992,38.55555556,48.38888889,38.94444444,37.27777778,,,,,,
PH_hs_0021993,224.2407407,327.5555556,196.8888889,175.6111111,,,,,,
PH_hs_0021994,149.2962963,94.83333333,121.1666667,142.0555556,,,,,,
PH_hs_0021995,17.55555556,19.91666667,16.38888889,16.22222222,,,,,,
PH_hs_0021996,147.2962963,120.3333333,166.1666667,185.6111111,,,,,,
PH_hs_0021997,35.25925926,49.33333333,39.16666667,48.11111111,,,,,,
PH_hs_0021999,8.62962963,10.66666667,8.555555556,12.38888889,,,,,,
PH_hs_0022000,333.4074074,536.6388889,436.4722222,493.5555556,,,,,,
PH_hs_0022001,217.7777778,196.7222222,213.8611111,145.9444444,,,,,,
PH_hs_0022002,71.22222222,55.05555556,72.44444444,46.38888889,,,,,,
PH_hs_0022003,201.2592593,72.63888889,167,283.3888889,,,,,,
PH_hs_0022004,198.962963,171.5555556,232.7222222,254.8888889,,,,,,
PH_hs_0022005,44.18518519,52.22222222,50.55555556,53.61111111,,,,,,
PH_hs_0022014,19.74074074,14.66666667,23.38888889,31.33333333,,,,,,
PH_hs_0022015,312.8888889,272.4444444,282.2777778,282.1666667,,,,,,
PH_hs_0022016,25.7037037,37.77777778,35.22222222,35.77777778,,,,,,
PH_hs_0022017,49.7037037,69.55555556,94.22222222,82.72222222,,,,,,
PH_hs_0022019,532.962963,513,428.6944444,458.3333333,,,,,,
PH_hs_0022023,45.7037037,52.5,54.61111111,71.05555556,,,,,,
PH_hs_0022026,6.555555556,6.388888889,6.5,3.5,,,,,,
PH_hs_0022027,248.5,419.0833333,341.75,261.1111111,,,,,,
PH_hs_0022028,182.037037,125.4444444,318.1666667,292.1944444,,,,,,
PH_hs_0022030,179.4259259,152.7777778,203.6666667,199.2222222,,,,,,
PH_hs_0022031,2.592592593,4.388888889,2.277777778,5.666666667,,,,,,
PH_hs_0022032,36.22222222,55.38888889,50.66666667,54.27777778,,,,,,
PH_hs_0022033,1194.87037,1307.555556,1305.083333,1283.972222,,,,,,
PH_hs_0022034,18.22222222,12.94444444,13.27777778,15.11111111,,,,,,
PH_hs_0022035,482.537037,359.8888889,497.7777778,420.9166667,,,,,,
PH_hs_0022036,53.33333333,46.66666667,22,50.94444444,,,,,,
PH_hs_0022037,23.51851852,25.19444444,21.83333333,24.11111111,,,,,,
PH_hs_0022039,137.7592593,112.3888889,130.8333333,159.8333333,,,,,,
PH_hs_0022040,310.1481481,255.2777778,354.9722222,392.3333333,,,,,,
PH_hs_0022041,36.66666667,31.88888889,38.83333333,26.94444444,,,,,,
PH_hs_0022042,7.407407407,9.444444444,9.055555556,12,,,,,,
PH_hs_0022043,27.07407407,24.41666667,28.38888889,30.66666667,,,,,,
PH_hs_0022044,188.0740741,91.77777778,125.3888889,117.7222222,,,,,,
PH_hs_0022047,6347.814815,5212.944444,5190.5,4625.027778,,,,,,
PH_hs_0022048,13.74074074,13.27777778,11.5,14.05555556,,,,,,
PH_hs_0022049,15.18518519,27.16666667,21.5,22.16666667,,,,,,
PH_hs_0022051,1072.814815,994.6111111,1063.694444,1185.833333,,,,,,
PH_hs_0022052,55.22222222,53,57.44444444,45.83333333,,,,,,
PH_hs_0022053,24.74074074,20.44444444,18.05555556,12.94444444,,,,,,
PH_hs_0022056,359.5555556,401.3055556,386.25,348.4444444,,,,,,
PH_hs_0022057,51.96296296,53.16666667,58.11111111,42.77777778,,,,,,
PH_hs_0022058,17.77777778,17.38888889,18.55555556,15.11111111,,,,,,
PH_hs_0022060,8.518518519,11.94444444,11.88888889,20.66666667,,,,,,
PH_hs_0022061,5526.333333,5718.777778,4791.777778,4850.722222,,,,,,
PH_hs_0022062,4022,3610.361111,2670.027778,2649.055556,,,,,,
PH_hs_0022063,759.4074074,712.5277778,759.2777778,898.1388889,,,,,,
PH_hs_0022064,1495.907407,1618.611111,1542.055556,1315.027778,,,,,,
PH_hs_0022066,987.7592593,1373.138889,961.2222222,1173.055556,,,,,,
PH_hs_0022067,3580.296296,4737.888889,5353.888889,5202.111111,,,,,,
PH_hs_0022068,88.62962963,103.0555556,78.05555556,82.27777778,,,,,,
PH_hs_0022069,3884.185185,4156,4484.694444,4532.944444,,,,,,
PH_hs_0022070,180.962963,176.5555556,183.5555556,179.6666667,,,,,,
PH_hs_0022071,171.7962963,142.3333333,121.0555556,126.2222222,,,,,,
PH_hs_0022072,331.6851852,591.5277778,504.4166667,351.4444444,,,,,,
PH_hs_0022073,26.88888889,25.11111111,29.55555556,34.44444444,,,,,,
PH_hs_0022074,200.8518519,227.8888889,185.6666667,205.8888889,,,,,,
PH_hs_0022075,3061.333333,3848.277778,2637.583333,2858.555556,,,,,,
PH_hs_0022076,19.62962963,25.55555556,25.66666667,39.44444444,,,,,,
PH_hs_0022078,3449.888889,2575.861111,2570.333333,1876.5,,,,,,
PH_hs_0022079,4.814814815,5.611111111,6.833333333,9.777777778,,,,,,
PH_hs_0022080,54.62962963,43.55555556,51,54.94444444,,,,,,
PH_hs_0022082,6264.851852,6506.194444,4787.555556,5016.111111,,,,,,
PH_hs_0022083,25.81481481,26.63888889,50.11111111,47.05555556,,,,,,
PH_hs_0022085,1018.888889,810.5555556,1349.388889,1228.722222,,,,,,
PH_hs_0022089,330.0740741,220.1666667,469.4444444,415.4166667,,,,,,
PH_hs_0022092,333.9259259,439.1666667,570.5,475.25,,,,,,
PH_hs_0022093,2822.333333,2766.888889,3192.555556,3210.666667,,,,,,
PH_hs_0022094,1582.240741,1684.861111,2171.166667,2001.333333,,,,,,
PH_hs_0022095,119.2407407,99.27777778,106.4444444,144.1111111,,,,,,
PH_hs_0022096,275.0740741,276.3888889,328.8333333,266.8611111,,,,,,
PH_hs_0022099,1876.259259,992.8055556,1752.361111,1746.277778,,,,,,
PH_hs_0022100,18720.33333,21645.5,22754.38889,22660.55556,,,,,,
PH_hs_0022101,414.7962963,300.0277778,380.8888889,336.2222222,,,,,,
PH_hs_0022102,8306.925926,7916.277778,9782.555556,10212.83333,,,,,,
PH_hs_0022104,6002.722222,8546.222222,6935.555556,5945.555556,,,,,,
PH_hs_0022105,140.962963,175.7222222,224.5555556,226.5277778,,,,,,
PH_hs_0022106,360.4814815,622.6666667,602.8888889,566.5277778,,,,,,
PH_hs_0022107,689.7222222,847.8611111,955.3611111,760.3055556,,,,,,
PH_hs_0022108,344.2962963,305.6111111,464.0555556,380.5833333,,,,,,
PH_hs_0022109,737,775.1111111,703.6111111,961.4444444,,,,,,
PH_hs_0022110,220.5185185,231.2222222,238.5277778,269.8888889,,,,,,
PH_hs_0022111,1878.259259,1712.222222,1741.416667,1862.722222,,,,,,
PH_hs_0022112,24.37037037,29.38888889,30.94444444,34,,,,,,
PH_hs_0022113,466.8888889,440.7222222,526.6666667,274.7777778,,,,,,
PH_hs_0022115,1050.925926,928.1388889,636.3888889,756.3888889,,,,,,
PH_hs_0022116,8.037037037,7.222222222,8.111111111,9.333333333,,,,,,
PH_hs_0022117,134.962963,135.6111111,158.6666667,171.1666667,,,,,,
PH_hs_0022118,199.1851852,164.6111111,146.1111111,128.4444444,,,,,,
PH_hs_0022119,281.8703704,382.6111111,388.8611111,417.8611111,,,,,,
PH_hs_0022120,6.259259259,8.083333333,8.277777778,11.27777778,,,,,,
PH_hs_0022121,316.2407407,301.3333333,412.3333333,453.3333333,,,,,,
PH_hs_0022122,1690.87037,2211.888889,1568.833333,1199.111111,,,,,,
PH_hs_0022123,724.5740741,822.8333333,739.5,759.9166667,,,,,,
PH_hs_0022125,132.2407407,144.1666667,176.1944444,237.4444444,,,,,,
PH_hs_0022126,523.7037037,481.8333333,552.2777778,547.1666667,,,,,,
PH_hs_0022127,484.6111111,178.8333333,314.5555556,226.6666667,,,,,,
PH_hs_0022128,1341.037037,1646.555556,1751.166667,1784.833333,,,,,,
PH_hs_0022130,62.2962963,55.25,73.16666667,73.05555556,,,,,,
PH_hs_0022131,414.2592593,364.0277778,350.7222222,313.2777778,,,,,,
PH_hs_0022133,39.22222222,34.02777778,47.83333333,34.38888889,,,,,,
PH_hs_0022134,8.37037037,10.44444444,4.666666667,11.61111111,,,,,,
PH_hs_0022135,57.2962963,107.8333333,76.83333333,79.33333333,,,,,,
PH_hs_0022137,41.7037037,38.22222222,63.66666667,58.77777778,,,,,,
PH_hs_0022138,79.55555556,70.11111111,58.05555556,54.05555556,,,,,,
PH_hs_0022139,93.22222222,64.22222222,59.27777778,38.38888889,,,,,,
PH_hs_0022140,15.07407407,25.66666667,13.66666667,13.11111111,,,,,,
PH_hs_0022141,192,197.4444444,149.8611111,152.8888889,,,,,,
PH_hs_0022142,397,459.4166667,553.6111111,356.1111111,,,,,,
PH_hs_0022143,66.7037037,60.5,103.3611111,76.66666667,,,,,,
PH_hs_0022144,196.9259259,139.2222222,134.4166667,138.1666667,,,,,,
PH_hs_0022145,37.18518519,34.33333333,43.16666667,40.83333333,,,,,,
PH_hs_0022146,167.8888889,183.3333333,225.0555556,242.5833333,,,,,,
PH_hs_0022148,40.07407407,31.86111111,29,21.22222222,,,,,,
PH_hs_0022149,512.9814815,592.6944444,386.2777778,499.7777778,,,,,,
PH_hs_0022150,164.1851852,135.8055556,201.6111111,196.9444444,,,,,,
PH_hs_0022151,71.33333333,55.5,35.27777778,32.61111111,,,,,,
PH_hs_0022152,55.62962963,32.61111111,54.94444444,39.61111111,,,,,,
PH_hs_0022153,51.37037037,37.16666667,37.5,37.61111111,,,,,,
PH_hs_0022154,12.66666667,13.83333333,21,16.27777778,,,,,,
PH_hs_0022155,1820.666667,1397.944444,2186.333333,2624.333333,,,,,,
PH_hs_0022156,14,16.27777778,40.16666667,19.55555556,,,,,,
PH_hs_0022158,64.48148148,44.05555556,62.27777778,47.33333333,,,,,,
PH_hs_0022159,239.6851852,308.1666667,288.5277778,325,,,,,,
PH_hs_0022160,727.9444444,596.1111111,451.2777778,444.8888889,,,,,,
PH_hs_0022162,773.1851852,1125.944444,957.0277778,992.3888889,,,,,,
PH_hs_0022163,4.481481481,4.611111111,5,3.166666667,,,,,,
PH_hs_0022164,464.5185185,492.6111111,522.8611111,476.7222222,,,,,,
PH_hs_0022166,1447.851852,1620.333333,2176.333333,1561.194444,,,,,,
PH_hs_0022167,720.2777778,648.1944444,809.5555556,631.1944444,,,,,,
PH_hs_0022168,188.3333333,154.9444444,195.8333333,128.5833333,,,,,,
PH_hs_0022169,65.66666667,94.16666667,73.66666667,77.94444444,,,,,,
PH_hs_0022170,7,6.055555556,5.444444444,3.888888889,,,,,,
PH_hs_0022171,148,149.2777778,165.3888889,162.8333333,,,,,,
PH_hs_0022172,30.53703704,23.33333333,26.33333333,22.61111111,,,,,,
PH_hs_0022174,572.5,845.4166667,1179.833333,909.5,,,,,,
PH_hs_0022175,7819.148148,12524.83333,7670.777778,5750.055556,,,,,,
PH_hs_0022176,341.5,321.8888889,347.9166667,366.3333333,,,,,,
PH_hs_0022177,91.48148148,66.58333333,55.94444444,47.66666667,,,,,,
PH_hs_0022178,35.07407407,30.88888889,29.55555556,20.94444444,,,,,,
PH_hs_0022179,30.11111111,23.61111111,15.22222222,8.277777778,,,,,,
PH_hs_0022180,179.1296296,169,244.4166667,232.8888889,,,,,,
PH_hs_0022181,1177.944444,1173.944444,1403.944444,1481.611111,,,,,,
PH_hs_0022182,63.5,46,64.66666667,73.88888889,,,,,,
PH_hs_0022183,2452.481481,2174.194444,2591.777778,2661.888889,,,,,,
PH_hs_0022184,2176.666667,2206.888889,2186.388889,2039.055556,,,,,,
PH_hs_0022185,189.2962963,151.1666667,103.1666667,92.11111111,,,,,,
PH_hs_0022186,8.925925926,5.166666667,4.833333333,2.666666667,,,,,,
PH_hs_0022189,74.25925926,45.72222222,51,51.44444444,,,,,,
PH_hs_0022191,2882.777778,2330.75,3006.333333,2873.333333,,,,,,
PH_hs_0022192,0.037037037,0.944444444,1.333333333,-0.555555556,,,,,,
PH_hs_0022193,59.51851852,90.83333333,82.63888889,106.2222222,,,,,,
PH_hs_0022194,8.814814815,14.61111111,11.55555556,8.277777778,,,,,,
PH_hs_0022195,683.8333333,757.8055556,729.9722222,780.0277778,,,,,,
PH_hs_0022196,1338.444444,1441.444444,1247.722222,1141.277778,,,,,,
PH_hs_0022197,95.66666667,134.2777778,91.61111111,115.3333333,,,,,,
PH_hs_0022198,385.9259259,293.4444444,331.6388889,351.9444444,,,,,,
PH_hs_0022199,1284.074074,900.1111111,968.0277778,1016.055556,,,,,,
PH_hs_0022200,3.407407407,6.416666667,6.666666667,8.666666667,,,,,,
PH_hs_0022201,28.11111111,44.44444444,22.61111111,31.38888889,,,,,,
PH_hs_0022202,858.8703704,847.7777778,968.5555556,936.3055556,,,,,,
PH_hs_0022203,2392.296296,1815.333333,1665.083333,1503.277778,,,,,,
PH_hs_0022205,142.5185185,96.05555556,93.61111111,104.0555556,,,,,,
PH_hs_0022206,510.7037037,766.7222222,647.3055556,514.0833333,,,,,,
PH_hs_0022207,251.4814815,276.8611111,225.7777778,215.3888889,,,,,,
PH_hs_0022208,2.666666667,3.944444444,3,6.333333333,,,,,,
PH_hs_0022209,94.14814815,94.55555556,97.5,103.5555556,,,,,,
PH_hs_0022210,24.2962963,27.86111111,26.27777778,31.38888889,,,,,,
PH_hs_0022211,45.85185185,45.05555556,47.88888889,76.72222222,,,,,,
PH_hs_0022213,145.4074074,137.2222222,188.0555556,236.5,,,,,,
PH_hs_0022214,1220.703704,1486.166667,1582.638889,1426.333333,,,,,,
PH_hs_0022215,343.5925926,263.4722222,323.4444444,322.3333333,,,,,,
PH_hs_0022216,1.777777778,1.944444444,5.222222222,1.722222222,,,,,,
PH_hs_0022217,16.92592593,17.27777778,19.05555556,24.77777778,,,,,,
PH_hs_0022218,927.6666667,948.75,1039.361111,1077.694444,,,,,,
PH_hs_0022219,382,378.5555556,424.3055556,491.7777778,,,,,,
PH_hs_0022220,58.22222222,74.44444444,51.61111111,52.77777778,,,,,,
PH_hs_0022221,111.2592593,128,164.3333333,131.2222222,,,,,,
PH_hs_0022222,57.83333333,44.75,26.38888889,31.33333333,,,,,,
PH_hs_0022223,5.481481481,3.944444444,4.722222222,5.666666667,,,,,,
PH_hs_0022224,2277.203704,2154.277778,1868.111111,2054.277778,,,,,,
PH_hs_0022225,1376.037037,1521.333333,2230.805556,2265,,,,,,
PH_hs_0022226,7.259259259,5.166666667,2,8.666666667,,,,,,
PH_hs_0022227,22.37037037,23.33333333,31.05555556,24.72222222,,,,,,
PH_hs_0022228,369,937.6666667,1145.194444,863,,,,,,
PH_hs_0022229,14.85185185,12.16666667,13.61111111,13.55555556,,,,,,
PH_hs_0022230,142.5925926,162.6666667,182.9444444,179.1666667,,,,,,
PH_hs_0022231,78.18518519,112.8055556,139.6111111,120.1111111,,,,,,
PH_hs_0022233,13.25925926,17.38888889,22.44444444,22.44444444,,,,,,
PH_hs_0022234,175.6296296,216.7222222,198.75,245.2222222,,,,,,
PH_hs_0022236,24.33333333,23.22222222,26.38888889,21.88888889,,,,,,
PH_hs_0022237,107.2407407,132.3611111,170.6111111,177.8888889,,,,,,
PH_hs_0022238,58.07407407,53.05555556,73.77777778,66.88888889,,,,,,
PH_hs_0022239,423.4814815,448.9444444,611.0555556,578.5555556,,,,,,
PH_hs_0022240,12.61111111,19.16666667,9.444444444,15.38888889,,,,,,
PH_hs_0022241,905.7777778,814.2222222,916.1944444,1167.805556,,,,,,
PH_hs_0022242,42.55555556,49,49.22222222,73.22222222,,,,,,
PH_hs_0022243,317.8703704,704.0277778,988.4444444,887.7222222,,,,,,
PH_hs_0022245,36.74074074,34.13888889,43.61111111,53.77777778,,,,,,
PH_hs_0022248,743.6666667,788.4722222,626,657.2777778,,,,,,
PH_hs_0022250,169.7407407,170.1666667,120.5,113.8888889,,,,,,
PH_hs_0022251,10.03703704,8.055555556,14.33333333,13.11111111,,,,,,
PH_hs_0022252,273.4074074,326.0555556,319.3888889,291.8611111,,,,,,
PH_hs_0022253,876.8333333,808.3333333,764.1666667,1091.611111,,,,,,
PH_hs_0022254,149,149.9444444,188.5,197.0833333,,,,,,
PH_hs_0022255,1458.240741,1286.111111,1407.222222,1192.666667,,,,,,
PH_hs_0022256,174.1111111,250.7222222,178.4444444,141.5833333,,,,,,
PH_hs_0022258,17.48148148,12.52777778,12.66666667,9.333333333,,,,,,
PH_hs_0022260,193.537037,290.3333333,273.3333333,271.2777778,,,,,,
PH_hs_0022261,17.74074074,19,16.61111111,14.66666667,,,,,,
PH_hs_0022262,114.9814815,116.75,121.4444444,145.1111111,,,,,,
PH_hs_0022263,5.296296296,4.722222222,4.611111111,4.722222222,,,,,,
PH_hs_0022264,98.92592593,119.1666667,76.72222222,80.05555556,,,,,,
PH_hs_0022265,211,228.1944444,233.2222222,253.8333333,,,,,,
PH_hs_0022266,92.44444444,134,153.5,121.7777778,,,,,,
PH_hs_0022267,55.66666667,88.5,66.83333333,74.61111111,,,,,,
PH_hs_0022268,137.8518519,144.6666667,173.6111111,205.1388889,,,,,,
PH_hs_0022269,2304.074074,1273.833333,1790.388889,2778.75,,,,,,
PH_hs_0022271,99.51851852,186.5,79.55555556,105.1666667,,,,,,
PH_hs_0022272,33.59259259,52.61111111,48.66666667,43.61111111,,,,,,
PH_hs_0022273,111.5185185,69.55555556,87.55555556,51.16666667,,,,,,
PH_hs_0022275,95.16666667,104.25,106.5,112.1666667,,,,,,
PH_hs_0022276,48.24074074,45.61111111,53.61111111,46.66666667,,,,,,
PH_hs_0022277,58.62962963,49.77777778,63.61111111,41,,,,,,
PH_hs_0022279,15183.85185,11825.33333,16729.77778,17482.11111,,,,,,
PH_hs_0022280,5.777777778,6.777777778,11.16666667,12.88888889,,,,,,
PH_hs_0022281,81.37037037,69.11111111,69.16666667,61.27777778,,,,,,
PH_hs_0022283,482.8518519,355.8888889,357.6388889,196.0555556,,,,,,
PH_hs_0022284,218.7037037,197.8055556,137.4444444,138.6111111,,,,,,
PH_hs_0022285,433.1481481,455.1111111,520.5277778,525.3333333,,,,,,
PH_hs_0022286,97.07407407,148.8055556,123.6111111,121.8888889,,,,,,
PH_hs_0022287,7441.777778,20204.55556,4916.666667,5762.277778,,,,,,
PH_hs_0022288,819.8518519,988.5,1079.888889,699.5,,,,,,
PH_hs_0022289,661.2407407,822.9166667,1038.277778,1270.055556,,,,,,
PH_hs_0022290,164.9444444,213.8333333,189.2222222,178.2777778,,,,,,
PH_hs_0022291,945.0925926,586,808.4722222,663.0833333,,,,,,
PH_hs_0022292,95.38888889,143.8888889,188.6666667,160.5,,,,,,
PH_hs_0022294,41.68518519,52.55555556,55.83333333,55,,,,,,
PH_hs_0022297,93.88888889,114.5555556,126.2222222,128,,,,,,
PH_hs_0022298,105,159,141.5555556,128.8888889,,,,,,
PH_hs_0022299,29.7037037,34.77777778,38.94444444,38.05555556,,,,,,
PH_hs_0022300,551.8888889,406,588.6111111,556.3333333,,,,,,
PH_hs_0022302,48,42.58333333,49.27777778,53.77777778,,,,,,
PH_hs_0022303,432.7037037,545.9166667,425.2777778,260.8055556,,,,,,
PH_hs_0022304,16.14814815,12.05555556,12.27777778,14.11111111,,,,,,
PH_hs_0022305,8.37037037,9.444444444,7.666666667,8.611111111,,,,,,
PH_hs_0022306,11.40740741,11.11111111,14.16666667,8,,,,,,
PH_hs_0022307,3678.333333,4431.722222,3878,2980.222222,,,,,,
PH_hs_0022309,402.9259259,583.75,662.6388889,605.6666667,,,,,,
PH_hs_0022310,7522.814815,14340.66667,8521.166667,7413.805556,,,,,,
PH_hs_0022311,200.1481481,208.0555556,199.75,197.9444444,,,,,,
PH_hs_0022314,7.481481481,6.833333333,11,7.722222222,,,,,,
PH_hs_0022315,103.1666667,66.05555556,85.77777778,83.05555556,,,,,,
PH_hs_0022316,24.44444444,26.5,41.22222222,64.61111111,,,,,,
PH_hs_0022317,630.1296296,469.3888889,591.1388889,699.0277778,,,,,,
PH_hs_0022318,129.1481481,117.9444444,130.1944444,128,,,,,,
PH_hs_0022319,12.25925926,21.55555556,11.83333333,16.22222222,,,,,,
PH_hs_0022320,72.07407407,51.27777778,84.11111111,90.44444444,,,,,,
PH_hs_0022321,14.03703704,9.277777778,11.83333333,12.94444444,,,,,,
PH_hs_0022323,284.8518519,246.6944444,255.6666667,258.1666667,,,,,,
PH_hs_0022324,64.55555556,77.05555556,93.27777778,82.72222222,,,,,,
PH_hs_0022325,24.7037037,25.11111111,42.38888889,34.61111111,,,,,,
PH_hs_0022326,114.1481481,197.5833333,137.6111111,128.0555556,,,,,,
PH_hs_0022327,6.259259259,5.111111111,6.5,5.666666667,,,,,,
PH_hs_0022328,2754.518519,3257.416667,2144.888889,2169.444444,,,,,,
PH_hs_0022330,293.1111111,215.1388889,203.5277778,238.8333333,,,,,,
PH_hs_0022331,3173,2139.583333,2510.416667,2622.333333,,,,,,
PH_hs_0022332,36.18518519,27.33333333,33.27777778,30.44444444,,,,,,
PH_hs_0022334,111.3333333,142.3611111,143.8333333,139.5555556,,,,,,
PH_hs_0022337,54.27777778,34.77777778,59.38888889,44.33333333,,,,,,
PH_hs_0022338,27.25925926,25.55555556,27.33333333,28.55555556,,,,,,
PH_hs_0022339,5.518518519,6.083333333,6.833333333,7.666666667,,,,,,
PH_hs_0022341,70.03703704,58.55555556,66.55555556,91.16666667,,,,,,
PH_hs_0022342,638.8888889,694.75,331,312.8888889,,,,,,
PH_hs_0022343,2568.62963,3364.444444,2973.611111,2902.5,,,,,,
PH_hs_0022344,412.6851852,344.1388889,557.0555556,512.3055556,,,,,,
PH_hs_0022345,26.48148148,22.5,26.61111111,14.55555556,,,,,,
PH_hs_0022346,114.6296296,178.7222222,142.9166667,60.66666667,,,,,,
PH_hs_0022347,19.7037037,25,22.88888889,30.66666667,,,,,,
PH_hs_0022348,320.5925926,231.4444444,204.1666667,174.8888889,,,,,,
PH_hs_0022349,51.61111111,46.22222222,62.88888889,75.77777778,,,,,,
PH_hs_0022350,561.7962963,442.5277778,535.0833333,483,,,,,,
