probe id,Control,0.25mg-6hr,0.25mg-24hr,0.25mg-48hr,0.50mg-6hr,0.50mg-24hr,0.50mg-48hr,,,,,,,,,,,,,,,,,,,
PH_hs_0008518,5.285714286,7.238095238,7.238095238,7.603174603,6.349206349,6.428571429,4.722222222,,,,,,,,,,,,,,,,,,,
PH_hs_0008529,74.88888889,17.28571429,18.82539683,10.52380952,13.28571429,9.761904762,14.23809524,,,,,,,,,,,,,,,,,,,
PH_hs_0008530,221.9365079,228.8571429,267.1349206,307.9920635,250.2936508,331.7380952,293.3650794,,,,,,,,,,,,,,,,,,,
PH_hs_0008534,9.80952381,7.380952381,7.047619048,5.603174603,9.984126984,1941.857143,8.301587302,,,,,,,,,,,,,,,,,,,
PH_hs_0008535,42.17460317,63.44444444,66.19047619,52.23809524,60.6031746,75.47619048,64.82539683,,,,,,,,,,,,,,,,,,,
PH_hs_0008536,2030.880952,2061.142857,2197.992063,2336.031746,1864.746032,1344.97619,2209.619048,,,,,,,,,,,,,,,,,,,
PH_hs_0008537,67.74603175,91.66666667,69.14285714,39.33333333,59.88888889,72.57142857,31.75396825,,,,,,,,,,,,,,,,,,,
PH_hs_0008540,26.05555556,30.71428571,34.25396825,27.76984127,38.57936508,41.02380952,29.21428571,,,,,,,,,,,,,,,,,,,
PH_hs_0008541,13.14285714,12.57142857,11.03174603,17.50793651,9.285714286,12.23809524,12.22222222,,,,,,,,,,,,,,,,,,,
PH_hs_0008544,39.55555556,24.52380952,22.57142857,51.37301587,26.26190476,26.12698413,67.84126984,,,,,,,,,,,,,,,,,,,
PH_hs_0008546,68.55555556,70.95238095,39.94444444,26.98412698,63.87301587,34.79365079,34.38888889,,,,,,,,,,,,,,,,,,,
PH_hs_0008551,27.79365079,47.11904762,45.61904762,15.23809524,30.53968254,20.77777778,29.5952381,,,,,,,,,,,,,,,,,,,
PH_hs_0008552,69.04761905,54.3968254,54.0952381,80.31746032,49.84920635,60.76190476,86.70634921,,,,,,,,,,,,,,,,,,,
PH_hs_0008554,3.666666667,4.865079365,6.507936508,7.317460317,5.714285714,23.73015873,5.079365079,,,,,,,,,,,,,,,,,,,
PH_hs_0008557,30.26984127,18.38095238,18.57142857,35.53968254,18.42857143,34.22222222,44.80952381,,,,,,,,,,,,,,,,,,,
PH_hs_0008558,119.1031746,70.33333333,59.50793651,130.4920635,77.38888889,52.71428571,156.9761905,,,,,,,,,,,,,,,,,,,
PH_hs_0008559,22.9047619,24.63492063,21.65079365,17.76190476,18.66666667,22.34920635,13.79365079,,,,,,,,,,,,,,,,,,,
PH_hs_0008563,20.15873016,23.36507937,30.21428571,26.57142857,16.15873016,32.11111111,19.77777778,,,,,,,,,,,,,,,,,,,
PH_hs_0008564,7.857142857,7.396825397,5.523809524,12.52380952,6.047619048,5.968253968,11.04761905,,,,,,,,,,,,,,,,,,,
PH_hs_0008565,113.6666667,161.2857143,192.3809524,93.56349206,229.1825397,149.047619,176.3809524,,,,,,,,,,,,,,,,,,,
PH_hs_0008569,2.841269841,1.746031746,0.857142857,3.19047619,2.015873016,39.87301587,1.357142857,,,,,,,,,,,,,,,,,,,
PH_hs_0008570,10.98412698,12.84920635,13.49206349,13.46031746,10.28571429,15.55555556,12.14285714,,,,,,,,,,,,,,,,,,,
PH_hs_0008574,6.238095238,3.444444444,3.507936508,6.46031746,5.26984127,28.47619048,5.912698413,,,,,,,,,,,,,,,,,,,
PH_hs_0008586,3.380952381,1.777777778,2.698412698,5.857142857,2.380952381,5.523809524,4.253968254,,,,,,,,,,,,,,,,,,,
PH_hs_0008587,61.74603175,53.49206349,49.74603175,159.9444444,60.03968254,54.00793651,43.37301587,,,,,,,,,,,,,,,,,,,
PH_hs_0008590,104.0396825,131.1190476,140.2222222,117.8730159,116.3809524,117.1984127,134.8333333,,,,,,,,,,,,,,,,,,,
PH_hs_0008591,5.301587302,3.365079365,5.698412698,6.111111111,4.920634921,5.555555556,5.53968254,,,,,,,,,,,,,,,,,,,
PH_hs_0008593,27.96825397,27.36507937,23.47619048,18.46031746,19.42857143,203.047619,20.47619048,,,,,,,,,,,,,,,,,,,
PH_hs_0008594,87.79365079,76.38095238,80.66666667,67.44444444,77.52380952,75.55555556,45.70634921,,,,,,,,,,,,,,,,,,,
PH_hs_0008605,2.079365079,2.380952381,2.682539683,3.285714286,2.380952381,2.603174603,2.238095238,,,,,,,,,,,,,,,,,,,
PH_hs_0008608,5.650793651,6.547619048,8.793650794,6.380952381,6.952380952,6.428571429,6.412698413,,,,,,,,,,,,,,,,,,,
PH_hs_0008609,18.11111111,-5.53968254,16.04761905,47.23809524,41.88888889,64.6031746,39.3968254,,,,,,,,,,,,,,,,,,,
PH_hs_0008611,15.88095238,13.63492063,16.22222222,14.38095238,16.15873016,19.61904762,17.68253968,,,,,,,,,,,,,,,,,,,
PH_hs_0008616,8.238095238,11.34920635,12.19047619,14.96825397,12.6984127,10.28571429,10.42857143,,,,,,,,,,,,,,,,,,,
PH_hs_0008619,21.20634921,14.87301587,139.8253968,16.58730159,19.49206349,16.55555556,18.49206349,,,,,,,,,,,,,,,,,,,
PH_hs_0008621,7.857142857,6.80952381,8.968253968,10.15873016,6.904761905,10.04761905,7.825396825,,,,,,,,,,,,,,,,,,,
PH_hs_0008622,25.84126984,28.26984127,34.28571429,30.20634921,46.17460317,34.17460317,22.63492063,,,,,,,,,,,,,,,,,,,
PH_hs_0008623,8.174603175,6.158730159,5.317460317,9.666666667,8.476190476,15.34920635,5.412698413,,,,,,,,,,,,,,,,,,,
PH_hs_0008624,0.444444444,-0.150793651,0.063492063,1.047619048,0.301587302,5.587301587,-1.674603175,,,,,,,,,,,,,,,,,,,
PH_hs_0008627,168.2222222,141.5079365,145.0952381,169.952381,169.3968254,171.2222222,82.42857143,,,,,,,,,,,,,,,,,,,
PH_hs_0008629,18.6031746,42.92857143,37.34126984,19.03174603,21.61904762,29.31746032,20.36507937,,,,,,,,,,,,,,,,,,,
PH_hs_0008636,21.07936508,46.15873016,48.33333333,37.61904762,46.14285714,25.16666667,22.25396825,,,,,,,,,,,,,,,,,,,
PH_hs_0008645,17.95238095,15.15873016,14.15873016,19.54761905,17.58730159,29.58730159,26.99206349,,,,,,,,,,,,,,,,,,,
PH_hs_0008658,16.3968254,15.53968254,24.87301587,20.84126984,17.82539683,18.6031746,9.936507937,,,,,,,,,,,,,,,,,,,
PH_hs_0008660,24.29365079,15.36507937,15.44444444,13.29365079,15.20634921,14.58730159,23.16666667,,,,,,,,,,,,,,,,,,,
PH_hs_0008663,5.46031746,7.428571429,8.26984127,340.2539683,6.904761905,16.04761905,4.333333333,,,,,,,,,,,,,,,,,,,
PH_hs_0008664,14.52380952,13.70634921,13.57142857,20.65079365,14.82539683,22.11111111,20.82539683,,,,,,,,,,,,,,,,,,,
PH_hs_0008667,78.95238095,40.04761905,36.14285714,38.3015873,50.36507937,40.38095238,76.61904762,,,,,,,,,,,,,,,,,,,
PH_hs_0008669,332.6746032,198.5555556,256.3333333,288.4761905,283.8015873,336.5634921,369.0634921,,,,,,,,,,,,,,,,,,,
PH_hs_0008672,17.73015873,14.78571429,15.77777778,12.14285714,19.07936508,353.3809524,16.15873016,,,,,,,,,,,,,,,,,,,
PH_hs_0008673,114.2063492,65.14285714,69.74603175,95.76190476,74.63492063,94.6984127,70.32539683,,,,,,,,,,,,,,,,,,,
PH_hs_0008675,80.46031746,70.01587302,74.61904762,141.0634921,71.36507937,100.2460317,133,,,,,,,,,,,,,,,,,,,
PH_hs_0008678,12.92063492,11.38095238,11.55555556,16.57142857,12.15873016,13.28571429,14.50793651,,,,,,,,,,,,,,,,,,,
PH_hs_0008685,580.6428571,284.7777778,304.3730159,454.8650794,377.4920635,476.2063492,219.031746,,,,,,,,,,,,,,,,,,,
PH_hs_0008686,19.24603175,30.6031746,37.88888889,23.41269841,29.99206349,58.1984127,22.82539683,,,,,,,,,,,,,,,,,,,
PH_hs_0008688,659.7698413,452.6428571,472.9444444,371.4761905,554.3650794,307.0634921,668.4047619,,,,,,,,,,,,,,,,,,,
PH_hs_0008693,517.7539683,366.4126984,375.1746032,416.6904762,507.047619,510.3253968,629.4444444,,,,,,,,,,,,,,,,,,,
PH_hs_0008694,28.38095238,20.18253968,27.66666667,36.80952381,28.41269841,45.38888889,43.86507937,,,,,,,,,,,,,,,,,,,
PH_hs_0008696,122.1587302,56.33333333,51.5,53.42857143,64.19047619,45.41269841,35.38095238,,,,,,,,,,,,,,,,,,,
PH_hs_0008698,114.9365079,71.26190476,69.82539683,125.968254,83.03174603,113.2857143,71.26190476,,,,,,,,,,,,,,,,,,,
PH_hs_0008703,25.77777778,17.71428571,22.36507937,27.76984127,22.0952381,31.57142857,33.51587302,,,,,,,,,,,,,,,,,,,
PH_hs_0008708,45.58730159,74.71428571,82.76984127,103.5396825,100.968254,89.17460317,36.20634921,,,,,,,,,,,,,,,,,,,
PH_hs_0008713,702.1190476,824.047619,656.0793651,617.2222222,687.6904762,810.047619,706.5952381,,,,,,,,,,,,,,,,,,,
PH_hs_0008716,316.3492063,237.5873016,260.5238095,304.4444444,411.968254,210.9365079,217.2777778,,,,,,,,,,,,,,,,,,,
PH_hs_0008717,100.5714286,139.3968254,135.3968254,92.58730159,190.5238095,398.9047619,75.03174603,,,,,,,,,,,,,,,,,,,
PH_hs_0008718,49.07936508,35.25396825,35.11111111,61.22222222,40.32539683,49.9047619,60.6031746,,,,,,,,,,,,,,,,,,,
PH_hs_0008721,1098.126984,684.468254,565.2539683,533.1428571,555.6984127,333.484127,781.3730159,,,,,,,,,,,,,,,,,,,
PH_hs_0008723,57.26984127,31.31746032,33.53968254,45.26984127,38.72222222,58.96825397,36.25396825,,,,,,,,,,,,,,,,,,,
PH_hs_0008727,98.46031746,133.0555556,145.5873016,104.1111111,124.1269841,144.952381,68.22222222,,,,,,,,,,,,,,,,,,,
PH_hs_0008728,338.6349206,199.6349206,215.8650794,380.5873016,229.2539683,344.452381,313.4047619,,,,,,,,,,,,,,,,,,,
PH_hs_0008729,217.6031746,106.7539683,99.42857143,188.6825397,108.5793651,97.06349206,134.5714286,,,,,,,,,,,,,,,,,,,
PH_hs_0008730,733.452381,774.3492063,590.1587302,617.6507937,668.968254,567,448.8015873,,,,,,,,,,,,,,,,,,,
PH_hs_0008731,79.03174603,96.01587302,111.6904762,66.31746032,96.16666667,166.1269841,111.0793651,,,,,,,,,,,,,,,,,,,
PH_hs_0008734,25.37301587,24.53968254,28.73015873,26.82539683,24.26984127,17.58730159,24.85714286,,,,,,,,,,,,,,,,,,,
PH_hs_0008735,9738.222222,12472.52381,11612.36508,10740.97619,9836.365079,8084.904762,13563.03175,,,,,,,,,,,,,,,,,,,
PH_hs_0008736,16.77777778,38.37301587,37.0952381,88.1984127,25.84920635,34.50793651,22.53968254,,,,,,,,,,,,,,,,,,,
PH_hs_0008741,40.25396825,24.76984127,24.28571429,42.57142857,27.35714286,29.44444444,42.79365079,,,,,,,,,,,,,,,,,,,
PH_hs_0008742,48.80952381,33.41269841,32.42857143,58.3968254,34.46031746,26.36507937,55.6031746,,,,,,,,,,,,,,,,,,,
PH_hs_0008743,97.56349206,64.88888889,47.26984127,95.58730159,54.47619048,30.83333333,100.5873016,,,,,,,,,,,,,,,,,,,
PH_hs_0008744,4.507936508,3.476190476,2.682539683,2.73015873,2.777777778,7.587301587,2.880952381,,,,,,,,,,,,,,,,,,,
PH_hs_0008746,27.20634921,20.69047619,18.14285714,38.66666667,20.42857143,218.2539683,32.8015873,,,,,,,,,,,,,,,,,,,
PH_hs_0008756,22.55555556,20.66666667,56.61904762,9.698412698,22.46031746,38.23809524,21.99206349,,,,,,,,,,,,,,,,,,,
PH_hs_0008759,55.92063492,107.4206349,96.87301587,45.15873016,66.0952381,76.08730159,69.30952381,,,,,,,,,,,,,,,,,,,
PH_hs_0008760,47.73015873,29.07936508,30.06349206,26.77777778,20.53968254,20.29365079,21.92063492,,,,,,,,,,,,,,,,,,,
PH_hs_0008761,229.8412698,128.5714286,109.6904762,260.952381,109.2380952,2444.595238,215.5,,,,,,,,,,,,,,,,,,,
PH_hs_0008763,3.626984127,4.412698413,4.952380952,4.793650794,2.865079365,5.841269841,3,,,,,,,,,,,,,,,,,,,
PH_hs_0008764,13.23809524,11.79365079,16.22222222,15.55555556,17.47619048,19.22222222,12.93650794,,,,,,,,,,,,,,,,,,,
PH_hs_0008768,45.93650794,39.22222222,31.19047619,47.22222222,41.88888889,48.73015873,52.15873016,,,,,,,,,,,,,,,,,,,
PH_hs_0008769,17.95238095,9.063492063,10.50793651,27.77777778,14.46031746,6.857142857,8.182539683,,,,,,,,,,,,,,,,,,,
PH_hs_0008771,14.34920635,8.063492063,6.746031746,13.3968254,7.19047619,62.4047619,15.47619048,,,,,,,,,,,,,,,,,,,
PH_hs_0008774,1365.111111,1738.15873,1656.515873,1603.468254,2028.428571,3603.84127,1229.285714,,,,,,,,,,,,,,,,,,,
PH_hs_0008775,445.7777778,386.5555556,424.3015873,564.4206349,484.7619048,486.1904762,502.3015873,,,,,,,,,,,,,,,,,,,
PH_hs_0008777,7616.888889,6869.444444,7515.904762,9274.031746,8625.968254,5644.730159,10298.63492,,,,,,,,,,,,,,,,,,,
PH_hs_0008779,63.50793651,38.46031746,38.84920635,53.71428571,44.26984127,31.01587302,31.51587302,,,,,,,,,,,,,,,,,,,
PH_hs_0008782,15.55555556,12.3015873,11.17460317,19.88888889,12.20634921,9.365079365,17.34920635,,,,,,,,,,,,,,,,,,,
PH_hs_0008788,86.20634921,100.5079365,103.2698413,82.49206349,93.33333333,127.031746,85.51587302,,,,,,,,,,,,,,,,,,,
PH_hs_0008793,123.7539683,79.63492063,81.33333333,131.4126984,91.86507937,105.0873016,50.36507937,,,,,,,,,,,,,,,,,,,
PH_hs_0008797,20611.46032,18958.79365,14660.4127,9660.269841,18887.74603,7854.349206,9830.968254,,,,,,,,,,,,,,,,,,,
PH_hs_0008798,8.523809524,6.317460317,6.888888889,4.80952381,7.73015873,8.492063492,3.666666667,,,,,,,,,,,,,,,,,,,
PH_hs_0008801,8.968253968,6.158730159,6.222222222,9.80952381,5.746031746,8.079365079,9.198412698,,,,,,,,,,,,,,,,,,,
PH_hs_0008803,1270.380952,847.1746032,869.2142857,592.8095238,972.1746032,553.1746032,993.0634921,,,,,,,,,,,,,,,,,,,
PH_hs_0008805,728.6825397,761.0396825,835.484127,860.4206349,852.1666667,900.3809524,711.2698413,,,,,,,,,,,,,,,,,,,
PH_hs_0008819,34,28.28571429,28.23809524,20.96825397,32.61904762,26.71428571,26.61904762,,,,,,,,,,,,,,,,,,,
PH_hs_0008822,58.76190476,35.27777778,33.17460317,43.77777778,30.22222222,31.42857143,29.86507937,,,,,,,,,,,,,,,,,,,
PH_hs_0008825,11.19047619,5.857142857,26.33333333,10.57142857,8.492063492,7.841269841,11.31746032,,,,,,,,,,,,,,,,,,,
PH_hs_0008826,43.71428571,37.41269841,38.5952381,39.20634921,48.57142857,165.2142857,36.14285714,,,,,,,,,,,,,,,,,,,
PH_hs_0008828,14.84126984,23.33333333,22.6984127,18.31746032,16.92063492,26.01587302,20.03174603,,,,,,,,,,,,,,,,,,,
PH_hs_0008831,1073.349206,600.7063492,681.5396825,856.2142857,882.6031746,455.6190476,978.6587302,,,,,,,,,,,,,,,,,,,
PH_hs_0008837,166.8968254,99.98412698,106.5714286,161.8968254,121.1428571,84,164.0238095,,,,,,,,,,,,,,,,,,,
PH_hs_0008843,602.5079365,625.6428571,631.2142857,321.3412698,726.6746032,411.5952381,567.5952381,,,,,,,,,,,,,,,,,,,
PH_hs_0008845,103.1587302,48.87301587,39.19047619,105.484127,57.24603175,54,111.8095238,,,,,,,,,,,,,,,,,,,
PH_hs_0008848,37.42857143,25.01587302,19.65079365,51.92063492,27.07936508,26.31746032,35.84126984,,,,,,,,,,,,,,,,,,,
PH_hs_0008852,580.968254,631.8492063,530.0793651,535.0555556,535.5,280.8095238,375.2301587,,,,,,,,,,,,,,,,,,,
PH_hs_0008853,52.71428571,27.71428571,19.66666667,29.07936508,32.25396825,25.06349206,20.07936508,,,,,,,,,,,,,,,,,,,
PH_hs_0008855,338.1746032,309.4365079,349.6507937,206,558.1031746,229.5873016,375.1349206,,,,,,,,,,,,,,,,,,,
PH_hs_0008858,34.92063492,23.87301587,22.77777778,15.84126984,28.66666667,100.1190476,41.15873016,,,,,,,,,,,,,,,,,,,
PH_hs_0008859,12.06349206,11.74603175,7.285714286,15.06349206,11.77777778,11.01587302,18.00793651,,,,,,,,,,,,,,,,,,,
PH_hs_0008868,19.03174603,15.13492063,13.53968254,183.452381,12.65079365,7881.857143,18.06349206,,,,,,,,,,,,,,,,,,,
PH_hs_0008870,5.936507937,5.333333333,8.19047619,7.80952381,5.634920635,8.412698413,4.968253968,,,,,,,,,,,,,,,,,,,
PH_hs_0008877,37.31746032,22.6031746,32.51587302,39.72222222,30.28571429,39.85714286,70.04761905,,,,,,,,,,,,,,,,,,,
PH_hs_0008881,14.88888889,10.61904762,10.26984127,18.20634921,14.93650794,188.4761905,17.61904762,,,,,,,,,,,,,,,,,,,
PH_hs_0008885,157.2857143,94.87301587,87.11111111,175.9285714,98.76984127,133.1111111,192.5714286,,,,,,,,,,,,,,,,,,,
PH_hs_0008886,292.9920635,201.8253968,233.3730159,227.2380952,373.1904762,159.5238095,280.968254,,,,,,,,,,,,,,,,,,,
PH_hs_0008888,35.93650794,25.66666667,21.63492063,27.73809524,27.19047619,252.9365079,32.65873016,,,,,,,,,,,,,,,,,,,
PH_hs_0008890,80.47619048,57.65079365,56.58730159,76.80952381,68.84920635,86.04761905,89.03174603,,,,,,,,,,,,,,,,,,,
PH_hs_0008895,54.88888889,61.32539683,74.88095238,69.42857143,78.31746032,42.8968254,63.07142857,,,,,,,,,,,,,,,,,,,
PH_hs_0008909,375.5079365,213.9047619,200.8095238,306.1746032,208.0952381,305.1190476,98.76190476,,,,,,,,,,,,,,,,,,,
PH_hs_0008916,56.52380952,35.33333333,48.16666667,77.98412698,51.57142857,75.11111111,79.46031746,,,,,,,,,,,,,,,,,,,
PH_hs_0008917,10.55555556,7.53968254,9.222222222,17.17460317,6.523809524,7.904761905,17.42063492,,,,,,,,,,,,,,,,,,,
PH_hs_0008918,10.3015873,9.142857143,20.82539683,4.015873016,9.952380952,92.3968254,8.19047619,,,,,,,,,,,,,,,,,,,
PH_hs_0008923,35.15079365,23.82539683,29.06349206,23.34126984,31.65079365,45.12698413,34.66666667,,,,,,,,,,,,,,,,,,,
PH_hs_0008925,7.031746032,6.404761905,7.888888889,5.873015873,6.825396825,13,5.301587302,,,,,,,,,,,,,,,,,,,
PH_hs_0008927,5.428571429,7.174603175,10.58730159,8.412698413,16.6031746,9.365079365,3.523809524,,,,,,,,,,,,,,,,,,,
PH_hs_0008931,10.77777778,7.603174603,6.047619048,8.079365079,6.603174603,9.587301587,12.31746032,,,,,,,,,,,,,,,,,,,
PH_hs_0008933,22.26190476,7.349206349,8.063492063,6.301587302,7.650793651,7.523809524,5.087301587,,,,,,,,,,,,,,,,,,,
PH_hs_0008935,240.6746032,115.7301587,110.0238095,179.952381,126.2380952,2559.97619,140.4603175,,,,,,,,,,,,,,,,,,,
PH_hs_0008936,240.6587302,124.968254,110.6031746,194.8809524,150.3809524,82.98412698,72.38095238,,,,,,,,,,,,,,,,,,,
PH_hs_0008937,39.61904762,36.11111111,41.68253968,35.44444444,47,19.71428571,29.13492063,,,,,,,,,,,,,,,,,,,
PH_hs_0008943,51.93650794,29.53968254,28.12698413,31.11111111,32.11111111,98.82539683,51.06349206,,,,,,,,,,,,,,,,,,,
PH_hs_0008950,377.8492063,165.6587302,150.7063492,316.1984127,233.7698413,173.031746,440.0952381,,,,,,,,,,,,,,,,,,,
PH_hs_0008952,19.74603175,17.15873016,20.77777778,13.77777778,23.33333333,20.01587302,12.6984127,,,,,,,,,,,,,,,,,,,
PH_hs_0008960,242.8571429,275.2222222,294.6031746,190.531746,778.952381,251.3015873,274.9365079,,,,,,,,,,,,,,,,,,,
PH_hs_0008961,20.23809524,15.50793651,23.23809524,24.28571429,39.44444444,26.23809524,23.52380952,,,,,,,,,,,,,,,,,,,
PH_hs_0008962,17.71428571,29.79365079,27.65079365,18.66666667,25.57142857,187.2857143,9.46031746,,,,,,,,,,,,,,,,,,,
PH_hs_0008968,306.7460317,141.2460317,173.6587302,192.3174603,202.5873016,184.4920635,111.6587302,,,,,,,,,,,,,,,,,,,
PH_hs_0008973,74.58730159,59.73015873,69.53968254,70.38888889,90.26984127,46.76190476,55.03174603,,,,,,,,,,,,,,,,,,,
PH_hs_0008975,14.73015873,15.57142857,17.49206349,8.904761905,13.74603175,15.36507937,13.3015873,,,,,,,,,,,,,,,,,,,
PH_hs_0008978,71.57142857,77.93650794,71.17460317,98.45238095,63.63492063,66.92063492,71.12698413,,,,,,,,,,,,,,,,,,,
PH_hs_0008979,115.2936508,67.23809524,63.70634921,129.9603175,67.88888889,108.9365079,145.4920635,,,,,,,,,,,,,,,,,,,
PH_hs_0008982,390.5396825,324.1666667,322.4920635,339.8174603,499.2857143,195.1825397,341.3333333,,,,,,,,,,,,,,,,,,,
PH_hs_0008988,253.9365079,178.8492063,237.2539683,98.8968254,285.484127,120.8888889,101.4603175,,,,,,,,,,,,,,,,,,,
PH_hs_0008993,11.55555556,15.96031746,16.95238095,16.68253968,12.26984127,58.04761905,17.74603175,,,,,,,,,,,,,,,,,,,
PH_hs_0008995,423.968254,441.9603175,457.3095238,494.8015873,528.0873016,571.0793651,440.3095238,,,,,,,,,,,,,,,,,,,
PH_hs_0008997,1396.634921,1072.706349,1286.420635,749.6428571,1394.666667,793.6111111,1298.920635,,,,,,,,,,,,,,,,,,,
PH_hs_0009000,135.9206349,255.4285714,235.7619048,216.2380952,177.3571429,274.8730159,212.6031746,,,,,,,,,,,,,,,,,,,
PH_hs_0009004,18.07936508,17.34920635,17.9047619,14.33333333,17.44444444,21.76190476,14.96825397,,,,,,,,,,,,,,,,,,,
PH_hs_0009005,1626.52381,1520.904762,1620.396825,1278.722222,1116.02381,1635.460317,1540.888889,,,,,,,,,,,,,,,,,,,
PH_hs_0009010,25.34126984,19.15873016,13.85714286,18.3968254,19.3015873,42.15873016,21.63492063,,,,,,,,,,,,,,,,,,,
PH_hs_0009012,10.95238095,9.873015873,9.777777778,5.095238095,8.777777778,158.4126984,11.01587302,,,,,,,,,,,,,,,,,,,
PH_hs_0009013,5.380952381,6.150793651,6.079365079,945.952381,6.904761905,26.12698413,3.984126984,,,,,,,,,,,,,,,,,,,
PH_hs_0009017,21.51587302,23.64285714,24.22222222,29.44444444,27.47619048,18.06349206,27.36507937,,,,,,,,,,,,,,,,,,,
PH_hs_0009018,93.66666667,82.38095238,75.86507937,112.0634921,81.83333333,76.71428571,49.17460317,,,,,,,,,,,,,,,,,,,
PH_hs_0009019,38.77777778,63.87301587,62.82539683,33.41269841,30.55555556,49.3015873,24.07142857,,,,,,,,,,,,,,,,,,,
PH_hs_0009022,2487.380952,3893.206349,3853.563492,2371.547619,4435.825397,2807.730159,4752.97619,,,,,,,,,,,,,,,,,,,
PH_hs_0009027,500.3174603,432.3095238,397.3253968,393.515873,547.3333333,733.6428571,480.1746032,,,,,,,,,,,,,,,,,,,
PH_hs_0009030,65.30952381,38.76190476,36.01587302,51.34920635,41.85714286,55.24603175,22.28571429,,,,,,,,,,,,,,,,,,,
PH_hs_0009033,483.9047619,274.5793651,267.6587302,251.1666667,264.3571429,209.5555556,482,,,,,,,,,,,,,,,,,,,
PH_hs_0009039,7.46031746,8.174603175,8.079365079,40.6984127,7.238095238,14.3015873,9.80952381,,,,,,,,,,,,,,,,,,,
PH_hs_0009041,18333.7619,18279.74603,20320.5873,20575.19048,16227.96825,18843.1746,23584.46032,,,,,,,,,,,,,,,,,,,
PH_hs_0009050,71.73015873,50.30952381,61.92063492,55.11111111,86.64285714,57.98412698,41.23809524,,,,,,,,,,,,,,,,,,,
PH_hs_0009051,20.19047619,16.17460317,12.42857143,30.81746032,11.26984127,21.68253968,32.66666667,,,,,,,,,,,,,,,,,,,
PH_hs_0009052,4.634920635,3.666666667,3.952380952,2.476190476,4.936507937,4.873015873,3.079365079,,,,,,,,,,,,,,,,,,,
PH_hs_0009053,33.6984127,28.23809524,29,34.94444444,36.23809524,32.98412698,28.26190476,,,,,,,,,,,,,,,,,,,
PH_hs_0009056,41.12698413,61,66.82539683,49.63492063,54.1031746,115.0396825,79.65873016,,,,,,,,,,,,,,,,,,,
PH_hs_0009057,234.8412698,261.4126984,250.7460317,228.6904762,212.5873016,291.5793651,249.7777778,,,,,,,,,,,,,,,,,,,
PH_hs_0009061,9.714285714,11.96825397,16.82539683,8.841269841,17.85714286,11.57142857,10.52380952,,,,,,,,,,,,,,,,,,,
PH_hs_0009064,59.79365079,82.94444444,75.8968254,51.88888889,74.79365079,116.4920635,76.52380952,,,,,,,,,,,,,,,,,,,
PH_hs_0009065,55.0952381,73.82539683,43.07936508,29.92063492,34.26190476,71.38095238,46.45238095,,,,,,,,,,,,,,,,,,,
PH_hs_0009066,302.7777778,278.9920635,205.031746,214.4920635,215.8730159,228.3492063,169.6746032,,,,,,,,,,,,,,,,,,,
PH_hs_0009068,129.6428571,199.1507937,204.2301587,223.2539683,207.4920635,271.7619048,224.9444444,,,,,,,,,,,,,,,,,,,
PH_hs_0009069,19843.65079,22469.5873,24142.12698,24380.34921,27934.36508,27878.4127,27450.50794,,,,,,,,,,,,,,,,,,,
PH_hs_0009070,42.88888889,23.79365079,21.28571429,45.96825397,32.77777778,65.46031746,48.86507937,,,,,,,,,,,,,,,,,,,
PH_hs_0009083,21.25396825,13.07936508,11.57142857,17.14285714,10.47619048,21.36507937,22.97619048,,,,,,,,,,,,,,,,,,,
PH_hs_0009084,48.77777778,30.15873016,23.14285714,44.61904762,23.38095238,59.79365079,37.8015873,,,,,,,,,,,,,,,,,,,
PH_hs_0009089,6.841269841,6.841269841,5.952380952,8.507936508,8.396825397,3.666666667,5.952380952,,,,,,,,,,,,,,,,,,,
PH_hs_0009093,7.73015873,8.174603175,11.80952381,8.142857143,12.42857143,1598.238095,7.349206349,,,,,,,,,,,,,,,,,,,
PH_hs_0009094,148.8571429,177.5079365,153.531746,119.3492063,99.72222222,147.7857143,140.1507937,,,,,,,,,,,,,,,,,,,
PH_hs_0009095,4.904761905,3.682539683,5.26984127,6.063492063,3.793650794,66.42857143,3.349206349,,,,,,,,,,,,,,,,,,,
PH_hs_0009096,9.333333333,7.53968254,8.253968254,9.142857143,15.6984127,5.650793651,8.174603175,,,,,,,,,,,,,,,,,,,
PH_hs_0009098,340.2698413,398.8730159,325.015873,312.4126984,341.2222222,387.6031746,388.8888889,,,,,,,,,,,,,,,,,,,
PH_hs_0009100,9.857142857,7.158730159,6.142857143,10.68253968,7.603174603,8.380952381,9.174603175,,,,,,,,,,,,,,,,,,,
PH_hs_0009101,13.87301587,22.68253968,22.36507937,14.49206349,20.25396825,21.68253968,18.58730159,,,,,,,,,,,,,,,,,,,
PH_hs_0009103,20.57142857,29.74603175,31.3968254,26.01587302,29.17460317,51.48412698,18.49206349,,,,,,,,,,,,,,,,,,,
PH_hs_0009106,21.44444444,30.41269841,27.26984127,19.25396825,28.34920635,22.44444444,16,,,,,,,,,,,,,,,,,,,
PH_hs_0009107,1018.626984,1221.833333,1119.992063,1088.293651,911.6666667,868.8174603,1129.071429,,,,,,,,,,,,,,,,,,,
PH_hs_0009108,78.74603175,53.84920635,48.38095238,78.63492063,59.1984127,40.52380952,87.8968254,,,,,,,,,,,,,,,,,,,
PH_hs_0009109,500.2380952,809.6507937,732.952381,450.2380952,477.6666667,469.031746,509.7777778,,,,,,,,,,,,,,,,,,,
