name,geneID,1460_6hr,1460_24hr,1461_6hr,1461_24hr,1460_6hr_log2,1460_24hrlog2,1461_6hr_log2,1461_24hr_log2
EXOSC8,PH_hs_0014123,2779.6875,2989.361111,2660.833333,2830.166667,-0.069274151,0.035640332,-0.132318704,-0.043309836
PCDHB14,PH_hs_0040097,52.125,48.19444444,44.88888889,45.05555556,0.121447928,0.008339301,-0.094169164,-0.088822542
NA,PH_hs_0063027,132.25,146.0416667,119.75,132.875,-0.069220049,0.073892267,-0.212462116,-0.06241808
SLC18B1,PH_hs_0016733,41.66666667,41.91666667,39.47222222,37.38888889,-0.059355278,-0.050724972,-0.137411224,-0.215639368
ZFYVE28,PH_hs_0015149,52.125,56.30555556,55.19444444,52.86111111,-0.070883486,0.040418312,0.011664096,-0.050652215
PDGFA,PH_hs_0028268,127.0416667,162.4166667,157.2777778,123.7083333,-0.057965978,0.296431962,0.25004712,-0.096325035
MRPL49,PH_hs_0063436,1986,1965.527778,1862.152778,1797.069444,0.154278351,0.139329481,0.06138417,0.010058889
GLB1L,PH_hs_0010720,51,51.55555556,50.5,55.52777778,-0.242458044,-0.226827393,-0.256671904,-0.119745631
PIGC,PH_hs_0029996,946.6666667,1199.569444,1284.430556,998.4027778,0.037437943,0.379026194,0.477638405,0.114203368
CCDC184,PH_hs_0013314,593.5416667,763.8888889,906.25,588.8194444,0.245018726,0.609032222,0.855578505,0.233494729
KLHL4,PH_hs_0003428,37.33333333,38.16666667,38.22222222,37.41666667,-0.114486015,-0.082637149,-0.080538683,-0.111269302
GGTLC1,PH_hs_0032824,156.0416667,168.1111111,181.8333333,145.4722222,-0.040641984,0.066841784,0.180043398,-0.141829599
NA,PH_hs_0062980,56.25,55.94444444,56.88888889,51.94444444,0.038994132,0.031135907,0.055287939,-0.075889506
RPL36AL|RPL36A,PH_hs_0033509,2726.229167,3659.291667,3298.763889,3310.222222,0.021895202,0.446552773,0.296913882,0.301916433
PKMYT1,PH_hs_0004488,1216.166667,1224.486111,1495.388889,1093.597222,0.283242919,0.293078376,0.581422685,0.12998345
CETN1,PH_hs_0006853,47.16666667,48.72222222,48.33333333,44.02777778,0.04926122,0.096073509,0.084512067,-0.050092398
NA,PH_hs_0063330,51.83333333,52.52777778,51.33333333,48.25,0.151487753,0.17068813,0.137503524,0.048136521
SLC35G2,PH_hs_0005631,61.79166667,64.48611111,65.94444444,69.83333333,-0.13280866,-0.071232477,-0.038969823,0.043694892
PRDM10,PH_hs_0014192,175.8541667,169.4861111,161.4861111,189.1666667,-0.208875834,-0.262088299,-0.331845263,-0.103597461
42248,PH_hs_0024402,203.5,189.5277778,208.0555556,174.9722222,-0.221885946,-0.324505431,-0.189945928,-0.439788836
NA,PH_hs_0062957,43,43.52777778,42.25,40.16666667,0.05994254,0.077542249,0.034557222,-0.038395379
STT3B,PH_hs_0022753,1066.333333,699.3611111,630.3472222,797.8472222,-0.140513768,-0.74906278,-0.898953609,-0.55898784
FBXO8,PH_hs_0004439,420.4791667,366.6111111,355.4583333,452.8055556,-0.172091622,-0.369875432,-0.414445486,-0.065234284
UNC119,PH_hs_0019531,298.25,416.5555556,426.9444444,405.9027778,-0.018225445,0.463761336,0.49930077,0.42638663
NA,PH_hs_0063329,76.75,75.55555556,74.63888889,73.90277778,0.023690106,0.001061195,-0.016549135,-0.030848053
C1orf101,PH_hs_0012554,77.54166667,81,75.84722222,71.61111111,-0.101033665,-0.038083502,-0.132909065,-0.215821958
ADAMTS3,PH_hs_0026899,57.97916667,57.11111111,53.52777778,67.94444444,-0.179626626,-0.201389771,-0.294873464,0.049194368
ZNF772,PH_hs_0040660,53.58333333,45,44.77777778,47.88888889,-0.006715427,-0.258574758,-0.265716827,-0.168808796
TMCO5A,PH_hs_0035650,37.20833333,33.38888889,33.36111111,33.94444444,0.162271429,0.006013744,0.004812999,0.029821133
NA,PH_hs_0062958,43.33333333,40.36111111,40.80555556,36.5,0.036525876,-0.06598545,-0.050185757,-0.211054877
GUCA1C,PH_hs_0012769,35,34.91666667,34.72222222,34.25,0.031250934,0.02781185,0.019755295,0
DRAM1,PH_hs_0025053,66.75,58.38888889,60.22222222,64.66666667,-0.156857933,-0.349931912,-0.305329824,-0.202603523
ZBTB43,PH_hs_0028270,98.83333333,82.70833333,71.91666667,73.55555556,-0.337896373,-0.594861376,-0.796567919,-0.764059762
NA,PH_hs_0063343,99.625,124.5,129.4305556,108.1666667,-0.1944541,0.127111918,0.18314442,-0.075777847
DNAJB5,PH_hs_0012858,82.91666667,66.36111111,67.5,59.75,0.336500896,0.015176818,0.039726278,-0.136222511
ZDHHC11,PH_hs_0022145,50.75,57.69444444,58.08333333,54.52777778,-0.139870538,0.045154044,0.05484589,-0.036286999
LACRT,PH_hs_0015826,52.125,56.33333333,60.36111111,53.91666667,0.015070475,0.127083837,0.226714359,0.063826303
NA,PH_hs_0062993,1124.854167,1185.527778,1507.694444,1492.847222,-0.507168786,-0.431377292,-0.084562683,-0.098840231
PTH2,PH_hs_0029791,358.375,392.8888889,382.7222222,386.1111111,-0.130303448,0.002347921,-0.035475776,-0.022757376
OXCT1,PH_hs_0010551,737.6666667,655.9444444,740.75,879.8888889,-0.385814651,-0.555210066,-0.379796975,-0.131462343
FGF1,PH_hs_0026473,54.83333333,50.33333333,48.41666667,45.41666667,0.125929582,0.002390547,-0.053619838,-0.145901772
CARD10,PH_hs_0031262,91.375,120.5277778,117.9166667,96.72222222,-0.139117377,0.260376896,0.228778864,-0.057069487
GTPBP4,PH_hs_0012374,999,940.1666667,920.8888889,1222.027778,-0.402163493,-0.48973164,-0.519621075,-0.111442997
NTN5,PH_hs_0032349,40.125,39.11111111,40.41666667,35.30555556,0.0721882,0.03526533,0.082637149,-0.112417974
NA,PH_hs_0063029,108.0208333,112.8611111,102.6527778,113.1666667,0.038632079,0.101870954,-0.034904837,0.105771569
SLC35F6,PH_hs_0021989,84,91.95833333,99.75,86.25,0.014383918,0.144974909,0.262311432,0.052519047
MDS2,PH_hs_0027000,55.66666667,56.20833333,56.25,50.47222222,0.048313938,0.062284278,0.063353337,-0.093010151
RPS20,PH_hs_0037754,102.7083333,73.52777778,78.75,89.36111111,-0.051170878,-0.533362831,-0.434372291,-0.25200509
NA,PH_hs_0063342,40.70833333,38.55555556,39.11111111,39.41666667,0.093010964,0.014625564,0.03526533,0.046492585
DHRS9,PH_hs_0010636,2329.729167,2073.555556,2541.416667,3982.152778,-0.826619811,-0.99467536,-0.701149136,-0.053233489
RPP40,PH_hs_0043131,703,688.5,741.0833333,959.6388889,-0.582337862,-0.612405897,-0.506226771,-0.133370928
ZNF497,PH_hs_0033618,63.91666667,62.05555556,64.44444444,57.11111111,0.036188308,-0.00644349,0.048052129,-0.126232411
SLC25A3P1,PH_hs_0032892,199.9166667,214.9305556,228.625,169.7916667,0.001203249,0.105675095,0.194787667,-0.23442985
NA,PH_hs_0063018,40.41666667,41.88888889,40.41666667,37.80555556,0.045323991,0.096941266,0.045323991,-0.051028096
PTBP2,PH_hs_0002853,321.4166667,301.2361111,346.4166667,419.8611111,-0.418353343,-0.511903358,-0.310289741,-0.032885916
DDO,PH_hs_0010447,113.5833333,98.80555556,90.02777778,95.02777778,0.035359316,-0.165727772,-0.299949726,-0.221970642
NA,PH_hs_0063328,115.0833333,128.8194444,125.1666667,110.7361111,-0.103777772,0.058893689,0.017393721,-0.159330924
LASP1,PH_hs_0016486,5432.3125,3902.041667,4388.388889,4088.888889,-0.036046099,-0.51338339,-0.343921193,-0.445903713
CDK16,PH_hs_0045803,124.75,131.4861111,177.5138889,144,0.078216689,0.154087289,0.58710878,0.285245685
NDUFA2,PH_hs_0009907,2263.708333,1889.722222,2280.875,2152.638889,0.117027079,-0.143486825,0.127926376,0.044445316
KNTC1,PH_hs_0023600,692.5416667,468.6666667,563.9444444,627.9444444,-0.159966631,-0.723305316,-0.456314458,-0.301230578
NA,PH_hs_0063008,41.16666667,41.61111111,38.05555556,37.05555556,-0.037474705,-0.021982529,-0.15084426,-0.189261487
SLC7A7,PH_hs_0011505,412.7916667,324.9166667,340.25,379.2777778,-0.02926284,-0.374606937,-0.308081525,-0.151421841
CAMTA1,PH_hs_0049283,205.3333333,144.2222222,164.6388889,193.4027778,0.130436199,-0.379238174,-0.1882265,0.044076865
NA,PH_hs_0063327,123.5,136.9722222,130.7777778,119.7361111,-0.098756681,0.050615624,-0.016150309,-0.143409403
PAN3,PH_hs_0011153,244.5,319.0555556,381.8611111,456.6944444,-0.301525807,0.082447383,0.341687731,0.599868968
ASB2,PH_hs_0010767,57.75,58.63888889,57.97222222,59.86111111,-0.010371684,0.011665136,-0.004830842,0.041426427
TDRD3,PH_hs_0022299,127.7291667,119.7222222,97.91666667,118.25,-0.050179724,-0.14357676,-0.433641371,-0.161427539
APPL2,PH_hs_0024126,105.4166667,105.2222222,102.3333333,121.5138889,0.241526588,0.238863033,0.198699764,0.446544831
SMIM22,PH_hs_0060481,55.25,63.94444444,62.25,51.97222222,-0.017303896,0.193540661,0.154795477,-0.105537614
CRKL,PH_hs_0060736,525.5416667,779.1527778,917.7777778,604.3888889,-0.399743972,0.16835712,0.404595753,-0.198071984
LINC01304,PH_hs_0037548,48.625,48.75,48.63888889,45.38888889,-0.117472844,-0.113768875,-0.117060822,-0.216831922
PPRC1,PH_hs_0008788,129.8333333,129.5555556,132.1805556,142.6388889,0.106630312,0.103540366,0.132479449,0.242336854
AGBL1,PH_hs_0061882,41.75,48.97222222,48.94444444,48.25,-1.408543737,-1.178356272,-1.179174822,-1.199790992
HSD17B14,PH_hs_0035373,63.875,70.22222222,65.38888889,60.33333333,0.058580026,0.195256291,0.092374148,-0.023716069
GCFC2,PH_hs_0060291,152.9166667,155.4444444,151.8055556,149.7777778,-1.180803465,-1.157150067,-1.191324533,-1.210725533
NELFE,PH_hs_0019794,5505.625,4876.916667,4969.680556,5393.861111,0.251349008,0.076411981,0.10359578,0.221761034
DDX11L1|DDX11L9|DDX11L2|DDX11L5|DDX11L10|DDX11|DDX12P|LOC642846,PH_hs_0062494,72.77083333,77.72222222,80.02777778,75.22222222,0.07676397,0.171730789,0.213904487,0.124562565
ZNF430,PH_hs_0029719,3164.583333,4339.222222,4965.305556,6080.138889,-0.067863453,0.38755746,0.582003489,0.874225267
MED27,PH_hs_0060482,48.625,48.44444444,45.86111111,49.13888889,0.093191823,0.087824801,0.008764881,0.108358809
LOC728290,PH_hs_0010232,39.54166667,42.44444444,42.86111111,40.08333333,-0.061020438,0.041181612,0.055275131,-0.041391631
PIP,PH_hs_0005588,138.6041667,155.1944444,160.9722222,142.6388889,-0.011017115,0.152089171,0.204824011,0.030379627
HS3ST4,PH_hs_0030958,68.79166667,72.80555556,72.91666667,68.41666667,0.067072585,0.148887318,0.151087387,0.059186592
EMP3,PH_hs_0001032,1322.333333,1563.25,1626.958333,1762.805556,-0.020133685,0.221328936,0.278957722,0.394653767
HMGN3,PH_hs_0060292,1040.229167,907.9583333,1028.583333,1420.513889,-0.309537396,-0.505740793,-0.325780109,0.139974146
EP400NL,PH_hs_0022351,111.3333333,122.5,133.9166667,123.9166667,-0.069566342,0.068329806,0.19688358,0.084918298
FRG2B,PH_hs_0062496,53.20833333,60.79166667,60.88888889,56.27777778,-0.099309705,0.092911653,0.095217067,-0.018396557
IGF2R,PH_hs_0004415,320.7083333,481.1944444,533.8333333,560.8611111,-0.102020184,0.483337961,0.633107367,0.704361527
APOA2,PH_hs_0012863,44.66666667,45.94444444,43.30555556,50.77777778,0.008097468,0.048789296,-0.036549011,0.193096132
TRDN,PH_hs_0060484,39.25,35.27777778,35.63888889,36.13888889,0.196588666,0.042655697,0.057348371,0.077448162
LOC339059,PH_hs_0026270,123.5833333,122.75,124.9722222,104.6111111,0.035453676,0.025692509,0.051576944,-0.204994423
UMPS,PH_hs_0000276,133.5625,117.2083333,125.1666667,107.9444444,0.161510799,-0.026929057,0.067846203,-0.145715209
ANKK1,PH_hs_0026204,50.375,55.05555556,54.05555556,49.16666667,0.035027385,0.163207602,0.13676235,-1.12E-15
FAM178A,PH_hs_0060454,71.125,71.55555556,71.72222222,81.86111111,-0.128485928,-0.119778893,-0.116422486,0.074335574
HAPLN4,PH_hs_0024051,40.20833333,42.5,43.44444444,39.72222222,-0.11075443,-0.030786125,0.000922734,-0.128302631
NETO1,PH_hs_0060294,77.5,75.02777778,77.16666667,64.80555556,0.058570541,0.011799059,0.052352018,-0.199508274
TBXA2R,PH_hs_0030285,178.2916667,198.75,193.6944444,153.6944444,0.007775528,0.164491115,0.12731883,-0.206398728
SMG1P2|SMG1P5,PH_hs_0062497,181.7083333,136.625,148.2222222,175.5833333,-0.663191344,-1.074594432,-0.957054168,-0.71266002
IL36G,PH_hs_0012240,47.66666667,39.27777778,39.36111111,37.61111111,0.208586622,-0.070680811,-0.067623173,-0.133235192
HNRNPH2|RPL36A-HNRNPH2,PH_hs_0014308,384.7083333,309.2361111,249.6666667,371.6666667,-0.274370268,-0.589426549,-0.898132131,-0.324126044
TRDN,PH_hs_0060485,43.875,45.75,45.44444444,41.55555556,-0.017702002,0.042670616,0.033002809,-0.096059764
LINC00905,PH_hs_0015673,48.79166667,54.72222222,53.72222222,55.13888889,-0.011045784,0.154446269,0.127838435,0.165389647
DMWD,PH_hs_0014210,114.0833333,108.0555556,101.5833333,94.16666667,0.19731961,0.119004818,0.029895289,-0.079480064
IP6K1,PH_hs_0037194,903.625,746.5972222,895.7916667,844.9583333,-0.046281748,-0.321675792,-0.058842688,-0.143125733
SPOCK3,PH_hs_0060310,38.33333333,40,41.11111111,39.52777778,-0.076350886,-0.014950341,0.024578023,-0.032083491
LIMS3|LIMS3L,PH_hs_0028584,42.95833333,47.08333333,45.16666667,42.88888889,-0.048163105,0.084115335,0.024157319,-0.050497186
CCDC15,PH_hs_0014874,236.3333333,180.375,191.9166667,222.1805556,-0.22862876,-0.618452492,-0.528971882,-0.317719324
DENND5B,PH_hs_0025469,142.7916667,137.7083333,137.6388889,138.9027778,-0.168661511,-0.220957431,-0.221685146,-0.208497847
TGFB2-AS1,PH_hs_0036942,47.125,42.80555556,43.05555556,44.13888889,0.192098499,0.053403931,0.061805284,0.097656194
PKD1L2,PH_hs_0019584,37.16666667,41.44444444,38.55555556,36.05555556,-0.038303888,0.118865531,0.014625564,-0.082091621
PRRT2,PH_hs_0002082,54.83333333,53,52.41666667,48.69444444,0.088148175,0.039087356,0.023120608,-0.083147819
ANKRD27,PH_hs_0003806,358,323.1388889,339.8888889,417.7916667,-0.325952351,-0.473757553,-0.400848739,-0.103128222
SP3,PH_hs_0061842,167.1666667,135.7916667,140.25,170.9166667,-0.281968152,-0.581860406,-0.535254581,-0.249962266
STX2,PH_hs_0029058,92.79166667,77.20833333,80.26388889,93.88888889,0.057490761,-0.207747915,-0.151753427,0.074449949
HERPUD2,PH_hs_0025175,885.25,705.8194444,699.0972222,973.8611111,0.094277832,-0.232507932,-0.246314004,0.231908928
LINC01561,PH_hs_0011610,46.58333333,55.75,52,49.80555556,-0.077866671,0.181291256,0.080831075,0.018626128
IRF1,PH_hs_0004638,526.8333333,512.4305556,598.7222222,550.4583333,-0.00341898,-0.043409105,0.181121209,0.059867754
CTNNAL1,PH_hs_0031267,521.8958333,399.25,417.4166667,558.2638889,-0.250637773,-0.637107249,-0.572911451,-0.153452418
PGAP2,PH_hs_0060488,130.7708333,140.5555556,151.6388889,137.2222222,-0.167957266,-0.06385759,0.045641722,-0.098483934
HEYL,PH_hs_0002098,887.3541667,641.2083333,782.5694444,759.9444444,0.23717953,-0.231537333,0.055888273,0.013563447
HOXB2,PH_hs_0023524,118.4583333,149.1666667,144.3194444,116.7222222,-0.158888029,0.173657459,0.125997968,-0.180188467
ERCC5|BIVM-ERCC5,PH_hs_0062038,1393.145833,875.7916667,947.3333333,1172.180556,-0.016879839,-0.686566498,-0.573282071,-0.266031314
PLEKHA7,PH_hs_0041107,43.83333333,39.86111111,38.38888889,38.25,0.254284144,0.117237675,0.062944554,0.057715498
HIST2H4B|HIST2H4A,PH_hs_0027130,371.7083333,375.6388889,427.9722222,421.625,-0.128048804,-0.112873408,0.075297324,0.053740577
AP1B1,PH_hs_0016268,530.25,457.7916667,530.4444444,344.8611111,0.138013761,-0.073967754,0.138542705,-0.482643505
RHCG,PH_hs_0014381,61.97916667,68.625,71.47222222,81,-0.03307869,0.113872196,0.172520598,0.35305986
COPS6,PH_hs_0040240,2116.458333,1625.722222,1904.680556,1580.916667,-0.157593184,-0.538164497,-0.309696215,-0.578483948
PGAP2,PH_hs_0060489,47.54166667,48.25,47.16666667,44.80555556,-0.01133507,0.010001392,-0.022759903,-0.096849923
CD5L,PH_hs_0022513,104.5416667,120.75,137.3055556,107.3611111,-0.084313775,0.123631349,0.30899816,-0.045920332
MYOT,PH_hs_0004803,69.1875,88.25,87.80555556,72.13888889,-0.014264966,0.3368199,0.329535846,0.046000824
GLP2R,PH_hs_0013185,54.89583333,49.33333333,51.38888889,48.25,0.028196892,-0.125936989,-0.0670433,-0.157970817
SYNPO,PH_hs_0038290,114,105.7083333,118.5694444,126.75,0.040641984,-0.068302726,0.097340433,0.193593907
HAUS2,PH_hs_0027578,474.2291667,359.9861111,358.8611111,443.5694444,-0.369517965,-0.767161115,-0.77167677,-0.465942373
VEPH1,PH_hs_0007182,36.66666667,41.44444444,43.41666667,37.63888889,-0.057844075,0.118865531,0.185935774,-0.020089153
ST3GAL1,PH_hs_0039500,437.2708333,456.1527778,548.7361111,427.2361111,-0.122181857,-0.061191876,0.205403541,-0.155675386
LINC00955,PH_hs_0027255,141.5,179.9444444,169.6527778,140.5833333,-0.212893762,0.133855747,0.048889237,-0.222270247
EFCAB5,PH_hs_0007184,65.5625,70.5,74.125,63.75,-0.002290356,0.102462034,0.174798976,-0.042735882
FLII,PH_hs_0060491,1167.083333,967.1666667,1089.027778,977.9166667,-0.001853041,-0.27292419,-0.101719865,-0.256977182
S100A14,PH_hs_0032523,57.70833333,60.69444444,57.44444444,55.80555556,0.129608572,0.202393374,0.12299628,0.081237659
FPR1,PH_hs_0028688,1893.041667,1793.930556,2228.527778,2217.763889,-0.223013765,-0.300595888,0.012371013,0.005385848
TRIM52,PH_hs_0026375,111.8333333,117.1805556,131.8194444,132.3333333,-0.320637477,-0.253254548,-0.083424548,-0.077811237
SLC30A5,PH_hs_0062004,234.2083333,193.8888889,198.8888889,196.4722222,0.009527873,-0.263034406,-0.226301855,-0.243939181
RETNLB,PH_hs_0015817,224.2708333,209.3055556,255.3055556,182.1666667,0.192549355,0.092917951,0.379532278,-0.107433659
GOLGA2P7,PH_hs_0036431,65.4375,64.08333333,63.97222222,58.61111111,0.117162341,0.086993901,0.084490308,-0.041781104
FAM96B,PH_hs_0030979,785.1458333,1016.305556,921.875,840.75,-0.054503078,0.31779859,0.177107421,0.04421315
KPNA5,PH_hs_0010792,53.14583333,54.69444444,52.88888889,55.11111111,-0.042902377,-0.001464665,-0.049894298,0.009484249
OBSL1,PH_hs_0060109,130.9583333,161.7638889,172.2638889,132.7222222,-0.104027056,0.200754664,0.291485384,-0.084724975
MYL2,PH_hs_0035457,67.91666667,109.1388889,95.63888889,73.83333333,-0.234730756,0.449596947,0.25910096,-0.114224116
ARHGAP30,PH_hs_0024497,1050.833333,1138.722222,962.6111111,1003.097222,0.157479674,0.273361665,0.030970785,0.090407245
ZNF276,PH_hs_0049026,252.25,264.4027778,243.1111111,323.1527778,-0.203683894,-0.13580083,-0.256922332,0.153678229
COTL1,PH_hs_0029645,962.7916667,854.2777778,1082.083333,956.3055556,0.787820615,0.615302215,0.956336664,0.778068617
DOCK7,PH_hs_0049363,45.16666667,42.66666667,41.02777778,43.11111111,-0.013247981,-0.095397023,-0.151905413,-0.080446681
CSF1R,PH_hs_0010440,729.4583333,598.7916667,646.8194444,724.8333333,0.324567524,0.039796094,0.151104999,0.315391253
PPP1R3E,PH_hs_0046971,92.04166667,92.19444444,87.61111111,95.47222222,-0.050693633,-0.048300923,-0.121866893,0.002100299
LMAN2L,PH_hs_0027091,374.2291667,397.3194444,386.5555556,421.0277778,-0.118297833,-0.031920437,-0.071544064,0.051695583
PUS10,PH_hs_0022581,48.41666667,48.80555556,46.66666667,47.41666667,0.086997331,0.098538952,0.033885994,0.05688782
GINS2,PH_hs_0020095,962.7291667,764.4444444,929.8888889,1260.833333,-0.3199349,-0.65265324,-0.370006557,0.069240778
ZBED6,PH_hs_0060113,72.79166667,84.80555556,78.61111111,74.36111111,0.035954273,0.256339753,0.146914217,0.066729303
NA,PH_hs_0040302,1170.229167,1258,1063.111111,1261.902778,0.027877905,0.132218746,-0.110620788,0.136687587
TCTEX1D2,PH_hs_0042943,638.75,755.4583333,715.9166667,691.4722222,-0.03293585,0.209164951,0.13160443,0.081484061
SSNA1,PH_hs_0001644,1040.25,1216.75,1315.138889,1231.069444,-0.145957545,0.080144941,0.192327334,0.097024313
SMARCC2,PH_hs_0049444,82.41666667,89.08333333,92.38888889,80.86111111,-0.150178514,-0.037959087,0.014604728,-0.177668601
NINJ1,PH_hs_0001097,97.20833333,108.75,106.0833333,99.09722222,0.282583587,0.444447086,0.408629699,0.310348209
SPAST,PH_hs_0048945,265.9583333,446.75,390.9166667,463.4305556,-0.203902119,0.544365368,0.351758734,0.597250808
CARS2,PH_hs_0018565,361.5625,357.4444444,346.1944444,429.9027778,-0.117528393,-0.134054418,-0.180190874,0.132236985
RNLS,PH_hs_0014160,42.45833333,40.125,40.44444444,39.86111111,0.153734548,0.0721882,0.083628351,0.062668733
ACPT,PH_hs_0015240,104.5625,130.5277778,132.4722222,104.0277778,-0.071497625,0.248493696,0.269826711,-0.078894353
AMZ2,PH_hs_0013725,248.125,232.2777778,209.0138889,240.6388889,0.05355354,-0.041662425,-0.19391475,0.009356248
CWF19L1,PH_hs_0030602,193.9791667,130.1666667,121.125,156.5972222,-0.26236282,-0.837904488,-0.94176787,-0.571205914
CCDC50,PH_hs_0038778,106.4583333,98.08333333,103.6666667,135.9166667,-0.203473955,-0.321682926,-0.241810761,0.148959535
POLR3F,PH_hs_0023195,69.58333333,69.11111111,63.52777778,75.91666667,0.01214543,0.002321312,-0.119208808,0.137820286
SDC2,PH_hs_0048375,541.25,593.1666667,489.1666667,715.7916667,-0.49009972,-0.357957313,-0.636068742,-0.086855092
SLC19A2,PH_hs_0002598,175.1458333,204.8611111,182.4166667,200.4444444,-0.091263455,0.13482602,-0.032582574,0.10338231
DPY19L3,PH_hs_0035677,111,77.58333333,79.58333333,94.20833333,-0.050028374,-0.566769384,-0.530049819,-0.286661465
USP2,PH_hs_0007134,50.83333333,51.30555556,53.63888889,50.55555556,0.048094288,0.061434506,0.125598804,0.04018909
ZNRF1,PH_hs_0016039,97.70833333,108.375,114.25,123.0555556,-0.436714205,-0.287235729,-0.211073557,-0.10395793
GDPD1,PH_hs_0049183,132.4583333,120.5,124.9166667,119.3888889,0.002270888,-0.134234576,-0.082301745,-0.147599146
FGD4,PH_hs_0043217,88.83333333,78.44444444,74.58333333,77.88888889,-0.024157319,-0.203587169,-0.276405169,-0.213840908
FAM132B,PH_hs_0036161,76.58333333,74.20833333,68.44444444,63.44444444,0.150434094,0.104984844,-0.011662918,-0.121102523
RHBDL2,PH_hs_0048973,37.16666667,37.77777778,37.25,35.61111111,0.016265054,0.03979359,0.019496176,-0.0454168
PROCA1,PH_hs_0012072,96.04166667,88.25,99.48611111,92.11111111,-0.067256438,-0.1893206,-0.016421748,-0.127541683
METTL9,PH_hs_0014366,132.75,124.2638889,132.1111111,160.5,-0.026916733,-0.122221484,-0.033876786,0.246944703
CCDC94,PH_hs_0001895,592.3541667,429.7222222,462.3333333,532.5972222,-0.27333165,-0.736387281,-0.630858284,-0.426746762
NA,PH_hs_0060701,177.1875,138.3611111,130.1527778,162.0833333,-0.42163791,-0.778476236,-0.866708638,-0.550178991
KCNS2,PH_hs_0035885,178.8125,1024,593.3472222,480.5555556,-0.531251528,1.98644469,1.199177486,0.895004106
NCKAP5L,PH_hs_0008414,108.5416667,102.6944444,103.6666667,90.56944444,0.171518107,0.091627277,0.105221219,-0.089634547
TP53RK,PH_hs_0025775,109.5416667,98,91.31944444,114.625,-0.259004529,-0.419630611,-0.521490277,-0.193562531
SERTAD4-AS1,PH_hs_0042870,35,34.5,34.19444444,32.94444444,-0.020464103,-0.041222663,-0.054057074,-0.107783826
TBC1D15,PH_hs_0049384,90.70833333,80.5,83.25,108.2222222,-0.213370503,-0.385616816,-0.337155327,0.041319266
NA,PH_hs_0015390,69.20833333,72,71.40277778,65.25,-0.060386857,-0.003335713,-0.015352419,-0.145354717
IRGQ,PH_hs_0048300,86.83333333,91.52777778,85.22222222,81.55555556,-0.038255519,0.037705168,-0.065274815,-0.128721329
TRIM66,PH_hs_0005562,250.3333333,204.1111111,229.25,311.0555556,-0.140382198,-0.434877885,-0.267310871,0.172939669
CAPN14,PH_hs_0035547,67.54166667,63.18055556,61.58333333,57.72222222,0.162822488,0.066525331,0.029584667,-0.063828449
DHX8,PH_hs_0010288,909.125,1025.208333,1087.444444,900.0555556,0.090524185,0.26389072,0.348915307,0.076059568
TRABD2A,PH_hs_0031156,46.41666667,44.44444444,42.86111111,43.25,0.063541795,0.000901966,-0.051431877,-0.038400994
CACNA1A,PH_hs_0028329,80.08333333,78.55555556,74.61111111,69.13888889,0.286340801,0.258552085,0.184229269,0.074336195
LINC01164,PH_hs_0034528,91.58333333,115.5277778,103.2222222,88.55555556,0.214755055,0.549837853,0.38735167,0.166252798
ACAA1,PH_hs_0043483,880.2083333,625.5833333,647.4166667,815.0694444,0.013103338,-0.479539615,-0.430047187,-0.097818709
DNAJB12,PH_hs_0000830,366.9166667,248.7222222,262.0833333,295.7638889,0.037509197,-0.52340783,-0.447917631,-0.273497324
XRN1,PH_hs_0049399,739.8333333,616.1388889,687.2777778,746.4166667,0.015356654,-0.248588051,-0.090950336,0.028137552
PPP2R2A,PH_hs_0047280,1060.833333,874.8194444,1055.111111,994.0833333,0.04834306,-0.229797761,0.04053998,-0.045416251
NLRP7,PH_hs_0016956,112.125,121.0555556,126.6111111,99.27777778,0.121296891,0.231858195,0.296592924,-0.054268367
CHRDL1,PH_hs_0025777,37.20833333,38.27777778,38,39.77777778,-0.036687423,0.004193884,-0.006313774,0.059649488
KANK3,PH_hs_0016073,78.79166667,89.75,94.79166667,74.66666667,-0.059046266,0.12882262,0.207670916,-0.136624992
SVEP1,PH_hs_0039135,83.08333333,73.55555556,75.55555556,84.19444444,-0.02154388,-0.197268669,-0.158565139,-0.002377939
CCDC28A,PH_hs_0027641,87.35416667,68.61111111,70.08333333,88.83333333,-0.141782436,-0.490216725,-0.45958756,-0.117557828
PROP1,PH_hs_0009582,43.33333333,40.66666667,41.77777778,40.72222222,0.036525876,-0.055104599,-0.016215586,-0.05313505
METTL4,PH_hs_0006855,122.375,96,99.52777778,113.4722222,0.050485733,-0.299716816,-0.24765199,-0.058483955
RBM12B-AS1,PH_hs_0042942,41.75,38.55555556,39.02777778,40.47222222,-0.017175144,-0.132012585,-0.114450023,-0.062019276
WDFY4,PH_hs_0041111,63.33333333,598.8333333,55.66666667,53.79166667,0.094122177,3.335239789,-0.092029138,-0.141460146
EGLN1,PH_hs_0049343,1366.104167,1619.305556,1743.472222,2078.194444,-0.248521428,-0.003213681,0.103374456,0.356741723
SRD5A2,PH_hs_0000264,49.54166667,48.63888889,49.91666667,46.69444444,0.010961855,-0.015570277,0.021841049,-0.074429636
LYRM4,PH_hs_0044473,406.4583333,438.5694444,452.7222222,546.7777778,-0.303621614,-0.19392378,-0.148102957,0.124225529
ZNF528,PH_hs_0032319,97.70833333,84.16666667,85.33333333,109.2638889,-0.042435266,-0.257667896,-0.237807474,0.118827894
