name,geneID,1460_6hr,1460_24hr,1461_6hr,1461_24hr,1460_6hr_log2,1460_24hrlog2,1461_6hr_log2,1461_24hr_log2
TAOK2,PH_hs_0022361,387.3333333,422.0555556,687.4861111,357.8333333,0.078778697,0.202635949,0.906533602,-0.035509181
MRGPRX3,PH_hs_0045647,53.79166667,69.58333333,66.77777778,55.61111111,-0.189288671,0.182070431,0.122696724,-0.141298198
LCNL1,PH_hs_0042040,452.4791667,536.8888889,578.4027778,367.3611111,0.159335881,0.406108061,0.513558993,-0.141316577
CNKSR2,PH_hs_0045967,53.77083333,52.33333333,51.58333333,52.86111111,0.059918827,0.02082515,9.61E-16,0.035301746
EML4,PH_hs_0024383,1324.1875,1245.555556,1251.638889,1218.236111,0.18679121,0.098473164,0.105502182,0.066477567
CCT3,PH_hs_0000233,9070.833333,7686.138889,7768.388889,7645.166667,-0.064615467,-0.303591517,-0.288235139,-0.31130261
PTPN18,PH_hs_0023069,575.8333333,432.1666667,609.4305556,488.7083333,0.538330439,0.124266934,0.62014097,0.301652839
UBQLN4,PH_hs_0029615,79.41666667,79.5,85.61111111,74.41666667,0.052411353,0.053924405,0.160767595,-0.041404686
GAD2,PH_hs_0023154,35,39.19444444,41.08333333,38.80555556,-0.207595419,-0.044301165,0.023602899,-0.058687132
NA,PH_hs_0062930,44.41666667,43.25,41.33333333,42.80555556,0.106707008,0.068306013,0.002911595,0.053403931
GMFG,PH_hs_0000531,19456.41667,18001.44444,21268.69444,22499.36111,-0.208871905,-0.321005261,-0.080386457,0.0007661
RPL9,PH_hs_0043851,973.7291667,972.2222222,957.1944444,980.4444444,-0.126096667,-0.128331113,-0.1508052,-0.116181339
UBXN1,PH_hs_0016970,76.375,80.38888889,89.59722222,96.63888889,-0.180988868,-0.107093233,0.049364662,0.158514524
POTEA,PH_hs_0043625,41.625,34.75,33.47222222,35.97222222,0.324095932,0.063658637,0.009609994,0.113528946
PPP6R3,PH_hs_0022410,2154.083333,1864.916667,2071.375,1914.041667,0.032340298,-0.1756226,-0.024145004,-0.138111529
KIAA0754,PH_hs_0046439,81.45833333,90.33333333,110.9305556,127.0138889,0.045732277,0.194928426,0.491254882,0.686584338
SHFM1,PH_hs_0016340,1573.708333,1418.444444,1719.347222,1252.083333,0.10404734,-0.045811194,0.231740086,-0.225790255
LRCH1,PH_hs_0045974,112.0416667,135.625,119.6944444,124.8055556,0.015643509,0.291231298,0.110964352,0.171290315
SLC35F4,PH_hs_0002475,77.875,90,87.05555556,76.30555556,-0.152929085,0.055835658,0.007847025,-0.182301245
TAS2R39,PH_hs_0026207,205.1041667,327.625,339.3472222,255.8055556,-0.392589544,0.283099104,0.333815859,-0.073898748
NETO2,PH_hs_0000690,479.625,410.9166667,481.9444444,457.7777778,-0.067695163,-0.290756176,-0.060735172,-0.134954592
BMS1P20,PH_hs_0043454,49.20833333,48.13888889,47.63888889,44.75,0.038375104,0.006675293,-0.008387785,-0.098639868
EVA1C,PH_hs_0002592,114.9166667,128.3055556,135.75,114,-6.25E-15,0.158995589,0.240364147,-0.011554227
NA,PH_hs_0062877,100.3333333,119.1944444,116.4027778,98,-0.131062179,0.117453829,0.083262321,-0.165009511
NTAN1,PH_hs_0016995,480.9166667,482.4027778,546.8472222,523.0416667,-0.081996825,-0.077545536,0.10335408,0.039142129
SSBP3,PH_hs_0043827,1316.1875,1085.777778,1358.277778,1164.027778,0.432890902,0.155254738,0.478304428,0.255651362
ICA1L,PH_hs_0040182,158.7916667,176.75,182.9166667,146.1527778,0.112137133,0.266712146,0.316188465,-0.00752082
NOX4,PH_hs_0043679,97.95833333,110.2777778,104.0277778,92.38888889,-0.165623032,0.005278935,-0.078894353,-0.250071903
OR4C12,PH_hs_0045661,46.41666667,55.08333333,51.52777778,47.05555556,-0.114480675,0.13249227,0.036226779,-0.094758533
NEK5,PH_hs_0042837,62.75,84.98611111,76.38888889,68.13888889,-0.178203566,0.259408063,0.105543782,-0.059340602
BRD7P3,PH_hs_0045993,101.2083333,123.4444444,125.1111111,98.69444444,-0.17170574,0.114828086,0.134176096,-0.207993042
KIF23,PH_hs_0013935,131.75,98.94444444,96.66666667,108.7916667,0.029500224,-0.383612128,-0.417212339,-0.246734686
DMRT3,PH_hs_0011085,173.2083333,186.2222222,190.3888889,196.0277778,-0.221846951,-0.11733005,-0.085406008,-0.04329719
TMEM135,PH_hs_0027952,254.8333333,189.25,200.25,210.3888889,0.16792134,-0.261339361,-0.179830418,-0.108574146
DCAF12,PH_hs_0005691,11012.58333,10078.86111,12209.33333,12174.22222,-0.087519994,-0.215340303,0.061311497,0.057156675
NA,PH_hs_0062922,88.66666667,71.625,62.11111111,75.08333333,-0.058459731,-0.366388337,-0.572000194,-0.29835887
KIAA1875,PH_hs_0005469,47.70833333,49.47222222,49.88888889,48.02777778,0.031848866,0.084226283,0.096326117,0.041476636
SIGLEC11,PH_hs_0043840,42.54166667,45.72222222,46.83333333,42.5,-0.099629872,0.004389097,0.039029297,-0.101043586
NIFK,PH_hs_0034980,381,355.0555556,332.6944444,434.4861111,-0.329858123,-0.43160434,-0.525451345,-0.14033906
TESPA1,PH_hs_0043552,97.91666667,92.66666667,94.52777778,91.90277778,0.071740569,-0.0077634,0.020924462,-0.019705409
ILF3,PH_hs_0045759,2615.5625,2337.916667,2634.972222,2771.138889,0.010645627,-0.15125211,0.021312136,0.094003403
KLHDC8B,PH_hs_0001321,99.79166667,96.47222222,103.4166667,92.55555556,0.05026039,0.001454644,0.101737849,-0.058339366
C11orf91,PH_hs_0046476,39.54166667,41.11111111,39.25,38.66666667,-0.03157666,0.024578023,-0.042257687,-0.063859942
LACTB2,PH_hs_0006533,1240.416667,1232.263889,1336.833333,1203.722222,0.062846682,0.053333108,0.170841478,0.019524373
CNTFR,PH_hs_0011526,71.3125,76.02777778,78.33333333,72.63888889,-0.082321663,0.010049979,0.053149707,-0.05573451
OR14A16,PH_hs_0042830,56.75,58.83333333,56.5,53.97222222,-0.160241655,-0.10822827,-0.16661118,-0.232644959
MKI67,PH_hs_0004651,297.75,397.9444444,448.7222222,414.5,-0.119664204,0.298801323,0.472056921,0.35760639
NA,PH_hs_0062881,44.375,44.58333333,40.97222222,41.13888889,0.031498153,0.038255519,-0.083602824,-0.077746138
RAB28,PH_hs_0043828,1589.875,1346.597222,1381.055556,1543.416667,0.09505412,-0.144540828,-0.108087866,0.052268368
XKR7,PH_hs_0014492,50.45833333,52.44444444,53.55555556,50.13888889,-0.148185807,-0.092488408,-0.062242121,-0.157348335
SKP2,PH_hs_0043564,247.0416667,126,137.75,157.8333333,-0.220061537,-1.191392195,-1.06276361,-0.866414003
FLJ33581,PH_hs_0033701,41.33333333,39.01388889,34.16666667,35.55555556,0.271201727,0.187883825,-0.003514484,0.05397101
KLK11,PH_hs_0045953,37.79166667,45.30555556,42.66666667,40.38888889,-0.051558206,0.210061619,0.123483053,0.044332107
TBC1D8B,PH_hs_0044229,47.20833333,48.11111111,46.44444444,47.16666667,0.016649129,0.043977697,-0.006886386,0.015375226
UPK3BL,PH_hs_0046480,186.5833333,197.1388889,191.5277778,180,0.018481794,0.097874071,0.056215317,-0.033341422
ENKD1,PH_hs_0029712,98,92.77777778,99.13888889,108.2222222,0.085930179,0.006927721,0.102599519,0.229073295
TSSK1B,PH_hs_0016305,37.875,42.05555556,42,42,-0.093704453,0.057346052,0.055438986,0.055438986
ARHGEF10L,PH_hs_0020594,595.3333333,666.3194444,660.3055556,775.2083333,-0.255136975,-0.092620655,-0.105700865,0.12574943
OR8S1,PH_hs_0042842,69,66.81944444,66.26388889,62.55555556,0.071435138,0.025106764,0.013061651,-0.070023208
HNRNPAB,PH_hs_0004663,3855.208333,3138.333333,3545.486111,3760.972222,-0.303420102,-0.600230333,-0.424245482,-0.339123276
NA,PH_hs_0062888,111.8333333,125.3055556,126.5694444,108.1666667,-0.14510642,0.018993693,0.033472475,-0.193200709
WNT2,PH_hs_0005021,86.20833333,112,111.0833333,93.41666667,-0.085287295,0.292312198,0.280455841,0.030565338
ARGLU1,PH_hs_0044147,3636.75,3461.291667,4134.888889,4451.541667,-0.160723895,-0.232063134,0.024474913,0.13093141
PARVB,PH_hs_0030971,270.0833333,243.4583333,292.75,261.4166667,0.510572475,0.360842744,0.626837031,0.463518984
CES5A,PH_hs_0043576,44.91666667,44.16666667,40.80555556,41.61111111,-0.02125556,-0.045548473,-0.159740843,-0.131537615
NME6,PH_hs_0026428,541.5416667,474.5,479.5,512.8333333,-0.130554224,-0.321218481,-0.306095753,-0.209136531
HNRNPH1,PH_hs_0023001,7648.541667,5589.277778,6991.916667,7383.305556,-0.4300179,-0.882540722,-0.559514608,-0.480935733
CHST11,PH_hs_0020084,730.7291667,702.3472222,713.2222222,889.3888889,-0.506224,-0.563376355,-0.541209139,-0.222746412
NA,PH_hs_0024532,36,37.08333333,37.44444444,36.58333333,-0.029747343,0.01302668,0.027007435,-0.006557716
NA,PH_hs_0034135,37.875,39.69444444,41.02777778,36.33333333,-0.011067304,0.056623912,0.104287822,-0.071019463
OR52M1,PH_hs_0042854,41.58333333,43.16666667,42.36111111,41.61111111,-0.022945932,0.030966351,0.00378909,-0.021982529
CCAR1,PH_hs_0025981,802.9583333,964.9305556,897.3055556,1142.055556,0.022483622,0.287583614,0.18275784,0.530719424
LOC101929959,PH_hs_0062852,66.91666667,108.3888889,90.25,111.3055556,0.003597745,0.699377129,0.435159095,0.737685861
SDHAF3,PH_hs_0003131,281.7083333,267.5277778,249.5555556,302.9444444,-0.048881149,-0.123394694,-0.223722369,0.055969859
PDE9A,PH_hs_0043836,84.54166667,69.22222222,70.72222222,74.58333333,0.16318591,-0.125241388,-0.094313037,-0.017623368
STARD13,PH_hs_0062001,58.66666667,59.91666667,62.58333333,60.63888889,-0.112321025,-0.081904683,-0.019083546,-0.064618729
FRAT1,PH_hs_0043588,130.7083333,113.5,120.5972222,124.6944444,-0.049277471,-0.252936297,-0.165431917,-0.117231404
PROK2,PH_hs_0022001,123.375,131.3055556,129.7222222,128.1111111,-0.178937659,-0.089059785,-0.1065621,-0.124592137
ALDH3A1,PH_hs_0027026,43.33333333,44.97222222,45.77777778,44.83333333,-0.03562391,0.017933047,0.043546304,0.01347064
PRB2|PRB1|PRB3|PRB4,PH_hs_0030534,49.54166667,54.91666667,54.58333333,48.83333333,-0.09052869,0.058072966,0.049289407,-0.111304835
GALE,PH_hs_0004388,261.0833333,286.6666667,293.8888889,221.6944444,0.226388809,0.361252604,0.397149261,-0.009548937
ICOSLG,PH_hs_0048347,59.25,60.97222222,58.75,61.625,0.19991015,0.241247124,0.187683848,0.256610738
TEX30,PH_hs_0024590,578.5833333,760.8472222,693.8333333,799.0694444,-0.206783305,0.188298719,0.055281082,0.259012818
CALB2,PH_hs_0005942,100.7083333,127.8333333,136.3611111,106.1111111,-0.214268876,0.129812133,0.222980317,-0.138876212
DECR2,PH_hs_0028780,207.3958333,243.8055556,273.625,205.9444444,-0.121007072,0.112337019,0.278806067,-0.131138774
SIGLEC5,PH_hs_0006411,249.8333333,232.1388889,234.8888889,221.5694444,0.049440699,-0.056537049,-0.039546809,-0.123766339
GLRX5,PH_hs_0046035,1036.208333,1401.708333,1268.402778,1401.013889,-0.334024905,0.101847189,-0.042326054,0.101132262
TMEM218,PH_hs_0000787,1710,1728.958333,1799.388889,1866.541667,-0.060006919,-0.044100142,0.013503776,0.06636447
PDE12,PH_hs_0009122,228.8958333,249.4722222,230.5555556,261.8472222,-0.217186946,-0.092998961,-0.206763717,-0.023152847
UMODL1,PH_hs_0032274,46.70833333,47.30555556,46.36111111,44.02777778,0.144728626,0.163058282,0.133963802,0.059462687
TMEM104,PH_hs_0048549,341.7708333,315.4583333,297.8055556,261.8611111,0.013163287,-0.102416534,-0.185495329,-0.371064175
PLBD2,PH_hs_0029112,49.75,53.33333333,56.63888889,48.83333333,0.054168975,0.154509949,0.241265413,0.027338709
RNASE4,PH_hs_0032489,63.91666667,59.19444444,53.97222222,51.63888889,0.347068576,0.236338185,0.103093493,0.039334362
TTC21A,PH_hs_0024263,43.66666667,43.86111111,44.13888889,44.27777778,0.047581065,0.053991018,0.063098972,0.067631476
DES,PH_hs_0032457,46.79166667,48.08333333,46.69444444,46,-0.313941014,-0.274655718,-0.316941718,-0.338558769
EPN2,PH_hs_0000768,78.91666667,75.05555556,82.52777778,77.05555556,-0.01816639,-0.090537546,0.046383384,-0.052597433
TPI1,PH_hs_0061940,1076.541667,1091.583333,1286.972222,1128.958333,-0.104400288,-0.084382175,0.153176468,-0.035812206
C10orf55,PH_hs_0033965,54.16666667,55.43055556,53.88888889,54.36111111,0.008905553,0.042181708,0.001488082,0.014075185
RCN1,PH_hs_0045824,71.125,67.625,60.02777778,66.94444444,0.144790306,0.071990247,-0.099936181,0.057397893
DEFA4,PH_hs_0000344,109.1666667,89.40277778,96.44444444,91.69444444,-0.167230435,-0.455371278,-0.3459928,-0.418856609
TGFBR3,PH_hs_0048708,688.6666667,716.2361111,754.6805556,729.8055556,-0.108747087,-0.052117677,0.023313168,-0.025040802
MRPL39,PH_hs_0035940,53.5,59.05555556,61,51.97222222,0.020367798,0.162901691,0.209638149,-0.021430347
SLC22A1,PH_hs_0006447,127.3333333,133.1805556,148.7916667,111.0277778,0.227594737,0.292368062,0.452278327,0.029905265
PKP1,PH_hs_0023741,49.91666667,53.58333333,54.27777778,46.58333333,-0.079649497,0.022613238,0.041190562,-0.179357217
COL6A2,PH_hs_0035939,233.5416667,299.8333333,306.1944444,237.9305556,-0.119727855,0.240752958,0.271040285,-0.092867265
CTNNA3,PH_hs_0013511,34.25,36.22222222,35.63888889,36.27777778,-0.051715037,0.029056033,0.005633334,0.031267061
C2orf70,PH_hs_0042588,16829.83333,14998.61111,15943.25,16901.69444,-0.192381636,-0.358573614,-0.270456776,-0.186234637
CMTM4,PH_hs_0032671,82.91666667,72.86111111,73.30555556,75.75,-0.168151757,-0.354664881,-0.345891338,-0.298567989
DOK6,PH_hs_0040663,51.83333333,52.44444444,50.52777778,50.05555556,0.006975171,0.023884949,-0.029828272,-0.043374804
IL1RL1,PH_hs_0045392,38.125,35.72222222,35.52777778,35.55555556,0.102918313,0.009002806,0.001128428,0.002255974
BOC,PH_hs_0023101,70.33333333,75.55555556,77.625,69.02777778,-0.102268051,0.001061195,0.040044719,-0.129299604
TLR6,PH_hs_0048098,133,132.4305556,127.1805556,113.6666667,-0.038355203,-0.044545417,-0.102903333,-0.26497221
NR2E3,PH_hs_0010952,52.29166667,49.44444444,48.83333333,46.80555556,-0.041918706,-0.12269133,-0.1406335,-0.201819979
HFM1,PH_hs_0033862,46.79166667,45.55555556,45.16666667,44.94444444,0.07515049,0.036525876,0.024157319,0.017041669
IDH1,PH_hs_0030991,2944.375,1744.194444,1854.75,1850.277778,0.048307807,-0.707092738,-0.61842888,-0.621911745
RPGR,PH_hs_0044396,49.54166667,61.25,58.08333333,57.26388889,-0.231550226,0.074517214,-0.00206838,-0.022566981
ZNF581,PH_hs_0042559,38.375,35.52777778,35.05555556,35.27777778,-0.0294596,-0.140678898,-0.159983252,-0.150866666
TRIP6,PH_hs_0018479,855.75,877.9444444,1066.166667,786.0138889,-0.087487633,-0.050547371,0.229684057,-0.210122216
CNOT6L,PH_hs_0049173,802.5833333,630.6944444,806.6111111,912.1944444,0.143522924,-0.204187048,0.150745006,0.328213111
SLC30A8,PH_hs_0049071,49.16666667,50.44444444,50.75,44.36111111,0.037152998,0.074167841,0.082880272,-0.111232049
TMCO1,PH_hs_0005153,4667.666667,3750.166667,4010.277778,4546.527778,-0.051808629,-0.367555452,-0.270807996,-0.089744999
INF2,PH_hs_0032641,284.3333333,338.625,335.5,300.9861111,-0.252282755,-0.000177508,-0.01355323,-0.17016908
CD1E,PH_hs_0013218,52.375,58.38888889,55.52777778,52.86111111,0.021973335,0.178788854,0.106304657,0.035301746
PARP9,PH_hs_0022465,115.375,107.9444444,105.9722222,112.1944444,-0.100126038,-0.196167692,-0.222770536,-0.140455447
SERPINB5,PH_hs_0031251,55.70833333,60.83333333,62.02777778,57.86111111,-0.062299476,0.064669428,0.092721809,-0.007598603
BRI3BP,PH_hs_0042751,910.0416667,883.4027778,839,936.4722222,-0.066669761,-0.109530994,-0.183931552,-0.025366161
IGSF1,PH_hs_0001926,410.9375,434.5694444,493.5555556,359.3472222,0.119578907,0.200246657,0.383872404,-0.073961548
TMCO2,PH_hs_0019261,83.08333333,88.38888889,87.63888889,83.13888889,-0.101945387,-0.012639462,-0.024933292,-0.100981019
TLR4,PH_hs_0048721,192.125,150.7638889,159.8194444,210,-0.245405794,-0.59516014,-0.511008109,-0.117061726
LPAR4,PH_hs_0002452,293.9583333,278.6527778,288.8888889,331.1111111,-0.409094993,-0.486238135,-0.434191953,-0.237391246
TASP1,PH_hs_0004945,143.2916667,137.6944444,132.2777778,159.3888889,0.046466939,-0.011017419,-0.068917057,0.20006329
TMPRSS4,PH_hs_0019591,39.04166667,44.83333333,46.52777778,41.16666667,-0.049935699,0.149621425,0.203141942,0.026526295
SLC27A1,PH_hs_0024035,361.1041667,410.6666667,519.3055556,348.4166667,-0.018442797,0.167109986,0.505725795,-0.070044227
KLC1,PH_hs_0045532,1051.416667,701.2361111,811.9861111,896.9861111,0.080049474,-0.504312838,-0.292758079,-0.149127483
CRY1,PH_hs_0009136,100.3125,83.52777778,82.13888889,92.55555556,0.212340144,-0.051833287,-0.076023912,0.096230246
ZBED2,PH_hs_0048256,48.08333333,52.30555556,51.13888889,47.91666667,0.005009363,0.126436638,0.093893265,-1.12E-15
MANEA,PH_hs_0003334,277.7916667,229.8333333,249.7222222,252.1944444,-0.044112125,-0.317527395,-0.197791237,-0.183578951
GZMM,PH_hs_0026427,89.04166667,119.5833333,115.9166667,97.05555556,-0.160215929,0.2652479,0.220319583,-0.035885729
FAM122B,PH_hs_0061955,1111.083333,941.9861111,994.7777778,1182.847222,-0.087940137,-0.326129469,-0.247460977,0.002356584
BCKDHB,PH_hs_0027030,315.2083333,309.8611111,340.5694444,357.7361111,-0.10922907,-0.133913044,0.002414257,0.07336101
CNIH3,PH_hs_0024602,58.20833333,58.23611111,57.58333333,52.05555556,0.112725951,0.113414259,0.097151546,-0.048447618
GOLGA6L2,PH_hs_0060367,96.125,102.4722222,102.4027778,92.77777778,-0.146740521,-0.054491237,-0.055469269,-0.197872923
OR4C11,PH_hs_0042571,207.125,216.4166667,195.0277778,245.8611111,0.093825464,0.157135374,0.007003388,0.341167322
SLC6A20,PH_hs_0024931,36,39.91666667,42,37.36111111,-0.166953435,-0.017959091,0.055438986,-0.11341298
CD37,PH_hs_0009205,1462.958333,1035.875,1922.152778,1870.722222,1.026163312,0.528124554,1.419997641,1.380869985
MPPED1,PH_hs_0027905,35.25,40.41666667,41.08333333,39.52777778,-0.152003093,0.045323991,0.06892689,0.013240499
SENP6,PH_hs_0048528,111.8958333,97.36111111,98.13888889,104.2222222,-0.026877509,-0.227616287,-0.216136982,-0.129370903
IFT43,PH_hs_0021932,141.2291667,99.52777778,100.4444444,116.5138889,0.219062115,-0.285804813,-0.272578179,-0.05847401
PTPN12,PH_hs_0000009,2266.041667,1876.013889,1935.888889,2334.347222,0.023049812,-0.249454068,-0.204128426,0.065894594
DPEP1,PH_hs_0000017,54.04166667,53.41666667,56.55555556,53.47222222,-0.018786796,-0.035569014,0.046809785,-0.034069331
ATP2A2,PH_hs_0044545,788.5416667,536.3055556,555.7638889,565.5555556,0.212061912,-0.344069879,-0.29265298,-0.267456328
TMEM208,PH_hs_0020098,907.2083333,1066.277778,956.6388889,982.125,-0.017060261,0.216017267,0.059480287,0.097412502
OR5AN1,PH_hs_0042628,77.5,103.875,116.2083333,87.16666667,-0.282933963,0.139646298,0.30151135,-0.113353733
RNASE13,PH_hs_0032533,43.41666667,42.36111111,41.27777778,40.58333333,0.039297625,0.00378909,-0.033586037,-0.058063975
OAS1,PH_hs_0025871,215.1458333,260.5555556,249.9305556,200.75,-0.26438422,0.011891896,-0.04817183,-0.364299132
FSIP2,PH_hs_0005370,40.70833333,42.02777778,40.5,39.36111111,-0.019069963,0.026949057,-0.026472211,-0.067623173
GNGT1,PH_hs_0043316,46,44.22222222,45.16666667,43.77777778,0.083384894,0.026522558,0.057009479,0.011949756
SCRG1,PH_hs_0000726,73.20833333,96.55555556,94.55555556,82.22222222,-0.108322139,0.291029251,0.260832205,0.059198344
ABO,PH_hs_0034107,50.91666667,56.94444444,55.27777778,50.72222222,-0.05103312,0.110384004,0.067528525,-0.05655314
TDG,PH_hs_0030709,3187.75,2913.527778,2696.638889,2446.805556,0.004646365,-0.12512506,-0.236729784,-0.376992668
CEP85L,PH_hs_0035618,39.04166667,35.16666667,35.08333333,35.47222222,0.188910654,0.038104605,0.034681839,0.050585725
SDS,PH_hs_0042417,80.79166667,91.86111111,89.02777778,76.30555556,0.118580723,0.303828464,0.258629776,0.036162329
LYG2,PH_hs_0033392,65.20833333,57.63888889,55.05555556,69.75,-0.190569423,-0.368583245,-0.434737619,-0.093432553
ARHGAP8|PRR5-ARHGAP8,PH_hs_0049697,146.4166667,165.7777778,175.6527778,133.6111111,-0.086061439,0.093109404,0.176585167,-0.218101237
HSPB11,PH_hs_0020864,7820.666667,8325.805556,8118.138889,7666.083333,-0.095103591,-0.00480532,-0.041246163,-0.123905505
GPR108,PH_hs_0043530,522.0625,487,567.1805556,437.5833333,0.089234265,-0.011066495,0.208819806,-0.165430478
TMEM59,PH_hs_0043299,8002,7707.472222,8336.722222,8676.194444,-0.074929536,-0.12903238,-0.015809899,0.041772221
OLFM4,PH_hs_0014104,48.25,49.47222222,46.83333333,46.36111111,0.152279976,0.188369738,0.109286758,0.094666176
ERGIC3,PH_hs_0043745,3168.208333,2615.277778,3035.944444,2755.25,0.24493753,-0.031765488,0.183415714,0.043453552
MTHFS|ST20-MTHFS,PH_hs_0006488,488.1458333,562.1111111,538.1666667,527.3888889,-0.232690887,-0.029147772,-0.091950069,-0.121135928
RAD9A,PH_hs_0034853,426.9166667,567.6111111,704.8888889,473.3194444,-0.321308417,0.089639928,0.402132962,-0.172448712
DOCK4-AS1,PH_hs_0020240,35,33.94444444,34.11111111,34.36111111,-0.020464103,-0.064643551,-0.057577276,-0.047042336
ERCC2,PH_hs_0045716,163.8125,161.0277778,180.4444444,132.0972222,-0.039632497,-0.064368367,0.09987678,-0.350077816
FAU,PH_hs_0042463,20830,19662.13889,21353.63889,19273.44444,-0.041210225,-0.124452795,-0.005391123,-0.153258639
DDX31,PH_hs_0022498,72,74.76388889,69.86111111,70.47222222,-0.047628863,0.006715844,-0.091136181,-0.078571062
C16orf90,PH_hs_0043447,96.58333333,86,78.33333333,75.61111111,0.018793514,-0.148644081,-0.28335439,-0.334382486
ZNF75A,PH_hs_0003484,924,754.5833333,790.9444444,781.5277778,0.028249109,-0.263963507,-0.196067378,-0.213346591
GK,PH_hs_0043953,572.875,421.9583333,420.4444444,484.4444444,-0.079708011,-0.520827846,-0.52601321,-0.321597164
KRTAP19-8,PH_hs_0044791,43.16666667,46.38888889,49.11111111,45.55555556,-0.078588735,0.025272864,0.107543036,-0.000879424
SUPT7L,PH_hs_0030931,125.5625,106.1666667,102.5138889,113.1944444,-0.006925141,-0.248999928,-0.299511416,-0.156527647
SMCO1,PH_hs_0019560,52.95833333,61.22222222,61.19444444,54.5,-0.02364204,0.185555653,0.184900924,0.017756471
SMARCD3,PH_hs_0025964,140.0625,132.6111111,143.25,134.0833333,0.429487215,0.350618131,0.461951611,0.366546392
GDF6,PH_hs_0033131,61.75,66.26388889,66.58333333,65.47222222,-0.038422911,0.063360827,0.070299049,0.046020899
FNDC9,PH_hs_0033404,50.83333333,44.63888889,42.83333333,46.41666667,0.19467371,0.00719999,-0.052367174,0.063541795
RBP1,PH_hs_0045823,51,50.72222222,48.94444444,51.19444444,-0.016407757,-0.02428705,-0.075759891,-0.010917744
FAM133A,PH_hs_0006070,46.5,50.5,49.55555556,47.5,-0.080449832,0.038602839,0.011366255,-0.049753035
PRADC1,PH_hs_0042420,603.2083333,671.3888889,637,648.4583333,0.207225322,0.361717624,0.285862335,0.31158284
LOC389199,PH_hs_0018231,46.16666667,43.80555556,41.77777778,43.69444444,0.088602604,0.012864882,-0.055513211,0.009200892
TSHB,PH_hs_0042415,38.375,35.25,35.16666667,35.55555556,0.112347726,-0.010195767,-0.013610432,0.002255974
RNF115,PH_hs_0001530,569.7916667,571.5416667,510.6944444,505.0555556,0.086296233,0.090720389,-0.071677924,-0.087696197
CRYBB2,PH_hs_0042036,130.1875,149.4027778,152.625,106.0138889,0.495667459,0.694283496,0.72506782,0.199329809
LRRC26,PH_hs_0033488,780.4166667,666.4305556,789.0138889,682.5555556,0.151831935,-0.075958105,0.167638042,-0.041466177
VDR,PH_hs_0000277,627.3541667,499.8055556,584.5833333,570.3333333,0.107022083,-0.220891112,0.005150648,-0.030452696
C9orf170,PH_hs_0031469,38.875,38.75,37.94444444,36.5,0.026529483,0.021883118,-0.008424521,-0.064416728
NODAL,PH_hs_0029901,50.75,53.94444444,56.11111111,53.66666667,-0.109451142,-0.021384576,0.035427517,-0.028832682
TRIM68,PH_hs_0031234,164.25,139.3611111,151.125,140.3888889,0.233905627,-0.003159712,0.113754596,0.007441015
RPL28,PH_hs_0045610,60463,59846.25,63775.90278,59767.69444,0.018879565,0.004087852,0.095838418,0.002192894
CHMP4B,PH_hs_0024600,2898.208333,2355.097222,3148.152778,2818,0.009718799,-0.289655888,0.12906305,-0.030770894
TPGS1,PH_hs_0043335,553.7708333,529.2222222,559.1666667,464.5555556,0.311032841,0.245617413,0.325022132,0.057594908
KCND2,PH_hs_0011940,53.41666667,58.80555556,63.5,68.5,-0.093671968,0.044990538,0.155794673,0.265142069
FMN2,PH_hs_0031091,48.70833333,50.19444444,48.97222222,44.47222222,-0.115002475,-0.071643399,-0.107207431,-0.246266598
GPS2,PH_hs_0043760,1293.895833,1042.888889,1306.055556,1199.888889,0.277485406,-0.033650611,0.290980196,0.168664747
RPS6KA3,PH_hs_0022897,168.9583333,145.7777778,151.2222222,162.4722222,-0.208039161,-0.420935857,-0.36803651,-0.264513587
PPBP,PH_hs_0000287,153,160.1111111,168.9166667,133.3055556,-0.003139708,0.062402069,0.139640323,-0.201934454
DHRS4-AS1,PH_hs_0020868,111.625,93.16666667,86.36111111,105.5833333,0.243457997,-0.017316396,-0.126748469,0.16317994
SNRNP40,PH_hs_0043253,2802.416667,1920.402778,2498.444444,2318.944444,-0.053149068,-0.598411613,-0.218790402,-0.326352284
RASA3,PH_hs_0048034,747.8958333,718.2916667,749.7361111,769.375,-0.212223649,-0.270491217,-0.208678104,-0.171374044
WBP5,PH_hs_0001472,1911.375,1643.541667,1778.902778,1731,0.30086967,0.083066848,0.197246481,0.157864541
ITGB1,PH_hs_0044701,1671.166667,1034.847222,1034.097222,1207.736111,0.047796193,-0.643641635,-0.6446876,-0.420754167
CDH17,PH_hs_0004983,42.91666667,39.88888889,39.22222222,40.66666667,0.169224834,0.063673745,0.039358084,0.091533549
C11orf63,PH_hs_0044109,91.29166667,79.44444444,78.16666667,77.13888889,0.174046284,-0.026490554,-0.049883373,-0.068978524
CASC10,PH_hs_0015964,462.7708333,515.8333333,745.3333333,609.75,-0.328964287,-0.172357223,0.358623556,0.068955627
RHEB,PH_hs_0043288,287.9791667,273.25,259.7222222,313.1944444,-0.319692864,-0.395435814,-0.468687852,-0.198598688
CLDN12,PH_hs_0030721,85.625,94.08333333,105.3888889,84.61111111,-0.039471441,0.096435651,0.260147343,-0.056656394
LOC100505478,PH_hs_0032137,923.7083333,965.0138889,1051.694444,776.3611111,0.032578263,0.095690586,0.219784584,-0.218131267
