"","x"
"1","SOGA1"
"2","PSMD9"
"3","ARMS2"
"4","COL21A1"
"5","IFFO2"
"6","FOXE1"
"7",NA
"8","PNMA2"
"9","NLRP5"
"10","GTSF1L"
