"","x"
"1","IL32"
"2","ALDH7A1"
"3","PPDPF"
"4","EDNRA"
"5","NDST4"
"6","ARL8A"
"7","CALR"
"8","PSMA1"
"9","TMEM216"
"10","TRIM67"
"11","HIPK3"
"12","MFSD3"
"13","CYP1A2"
"14","MAP4K4"
"15","CUL1"
"16","HMGA1"
"17","MIA2"
"18","UPP1"
"19","HAAO"
"20","CLCN2"
"21","MIEN1"
"22","PLA2G5"
"23",NA
