"","x"
"1","MGAT4D"
"2","LOC643802"
"3","ADAMTS18"
"4",NA
"5","LILRP2"
"6","ZNF813|ZNF765|ZNF845"
"7","SBK2"
"8","CNDP1"
"9","KCNQ2"
"10","IRX4"
