"","x"
"1","SOGA1"
"2","COL6A2"
"3","PSMD9"
"4","ARMS2"
"5","COL21A1"
"6","SFRP1"
"7","IFFO2"
"8","FOXE1"
"9",NA
"10","PNMA2"
"11","NLRP5"
"12","GTSF1L"
