"","x"
"1","MGAT4D"
"2","LOC643802"
"3","SULT1C4"
"4","ADAMTS18"
"5",NA
"6","LILRP2"
"7","SFRP1"
"8","ZNF813|ZNF765|ZNF845"
"9","SBK2"
"10","CNDP1"
"11","KCNQ2"
